"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.974801234E1,5.686950684E-1,3.023590088E0,9.437164307E0
2.976009730E1,6.022033691E-1,2.954162598E0,9.283935547E0
2.977221278E1,6.955871582E-1,2.901489258E0,9.006210327E0
2.978429774E1,7.482604980E-1,2.911071777E0,8.829040527E0
2.979638270E1,7.338867188E-1,2.968536377E0,8.905654907E0
2.980846766E1,6.716461182E-1,3.049926758E0,9.159439087E0
2.982055262E1,6.093902588E-1,3.076263428E0,9.339004517E0
2.983263758E1,6.069946289E-1,3.073883057E0,9.377319336E0
2.984472255E1,6.477050781E-1,3.018814087E0,9.394073486E0
2.985683802E1,7.051544189E-1,2.980499268E0,9.396469116E0
2.986892298E1,7.506561279E-1,2.927825928E0,9.307876587E0
2.988100795E1,7.290954590E-1,2.891921997E0,9.106765747E0
2.989309291E1,7.003784180E-1,2.884735107E0,8.941574097E0
2.990517787E1,6.501007080E-1,2.867980957E0,8.960723877E0
2.991726283E1,6.333312988E-1,2.875152588E0,9.142684937E0
2.992934779E1,6.381225586E-1,2.891921997E0,9.339004517E0
2.994146327E1,6.596679688E-1,2.913467407E0,9.427597046E0
2.995354823E1,6.716461182E-1,2.908676147E0,9.391677856E0
2.996563319E1,6.884002686E-1,2.894317627E0,9.312667847E0
2.997771815E1,6.979827881E-1,2.867980957E0,9.238449097E0
2.998980311E1,6.860046387E-1,2.851211548E0,9.149871826E0
3.000188807E1,7.075500488E-1,2.839248657E0,9.085220337E0
3.001400355E1,7.051544189E-1,2.848815918E0,9.166625977E0
3.002608851E1,7.099456787E-1,2.853607178E0,9.348587036E0
3.003817347E1,7.123413086E-1,2.817703247E0,9.372528076E0
3.005025843E1,7.338867188E-1,2.791366577E0,9.240844727E0
3.006234340E1,7.410736084E-1,2.769805908E0,9.128311157E0
3.007442836E1,6.955871582E-1,2.748260498E0,9.068466187E0
3.008651332E1,6.333312988E-1,2.757843018E0,9.097198486E0
3.009862880E1,6.213684082E-1,2.774597168E0,9.164230347E0
3.011071376E1,6.381225586E-1,2.800933838E0,9.276763916E0
3.012279872E1,6.620635986E-1,2.798538208E0,9.396469116E0
3.013488368E1,7.003784180E-1,2.791366577E0,9.425201416E0
3.014696864E1,7.338867188E-1,2.767425537E0,9.401260376E0
3.015905360E1,7.314910889E-1,2.743469238E0,9.329437256E0
3.017113856E1,7.219238281E-1,2.702774048E0,9.259994507E0
3.018325404E1,7.147369385E-1,2.666854858E0,9.216903687E0
3.019533900E1,6.860046387E-1,2.638137817E0,9.238449097E0
3.020742396E1,6.596679688E-1,2.618972778E0,9.300704956E0
3.021950892E1,6.644592285E-1,2.628555298E0,9.358154297E0
3.023159388E1,7.027587891E-1,2.638137817E0,9.358154297E0
3.024367884E1,7.099456787E-1,2.633346558E0,9.262390137E0
3.025576380E1,7.075500488E-1,2.595031738E0,9.271972656E0
3.026787928E1,6.955871582E-1,2.554336548E0,9.238449097E0
3.027996424E1,6.860046387E-1,2.535186768E0,9.219299316E0
3.029204920E1,7.195281982E-1,2.563903809E0,9.236053467E0
3.030413417E1,7.362823486E-1,2.575881958E0,9.295913696E0
3.031621913E1,7.099456787E-1,2.585464478E0,9.377319336E0
3.032830409E1,6.716461182E-1,2.568695068E0,9.439559937E0
3.034041957E1,6.429138184E-1,2.556732178E0,9.434768677E0
3.035250453E1,6.429138184E-1,2.542358398E0,9.449142456E0
3.036458949E1,6.453094482E-1,2.520812988E0,9.427597046E0
3.037667445E1,6.812133789E-1,2.470535278E0,9.255203247E0
3.038875941E1,8.152923584E-1,2.468139648E0,8.967910767E0
3.040084437E1,8.368377686E-1,2.489685059E0,9.020584106E0
3.041292933E1,7.171325684E-1,2.448989868E0,9.382095337E0
3.042504481E1,6.333312988E-1,2.393920898E0,9.674194336E0
3.043712977E1,6.069946289E-1,2.326889038E0,9.619125366E0
3.044921473E1,6.740417480E-1,2.336456299E0,9.286331177E0
3.046129969E1,7.075500488E-1,2.384338379E0,9.080429077E0
3.047338466E1,7.290954590E-1,2.456176758E0,9.214508057E0
3.048546962E1,7.099456787E-1,2.484909058E0,9.475479126E0
3.049755458E1,6.381225586E-1,2.446594238E0,9.583221436E0
3.050967006E1,6.405181885E-1,2.403503418E0,9.511383057E0
3.052175502E1,6.812133789E-1,2.365188599E0,9.406051636E0
3.053383998E1,7.195281982E-1,2.305343628E0,9.348587036E0
3.054592494E1,7.482604980E-1,2.267028809E0,9.322250366E0
3.055800990E1,7.554321289E-1,2.228729248E0,9.295913696E0
3.057009486E1,7.099456787E-1,2.214355469E0,9.319854736E0
3.058217982E1,6.740417480E-1,2.202392578E0,9.425201416E0
3.059429530E1,6.740417480E-1,2.199996948E0,9.556884766E0
3.060638026E1,6.812133789E-1,2.211959839E0,9.607162476E0
3.061846522E1,7.075500488E-1,2.231109619E0,9.544906616E0
3.063055018E1,7.123413086E-1,2.240692139E0,9.444351196E0
3.064263514E1,7.171325684E-1,2.240692139E0,9.365341187E0
3.065472010E1,7.075500488E-1,2.216751099E0,9.303100586E0
3.066680507E1,7.003784180E-1,2.209564209E0,9.276763916E0
3.067892054E1,7.003784180E-1,2.204788208E0,9.365341187E0
3.069100550E1,6.907958984E-1,2.197601318E0,9.525756836E0
3.070309047E1,6.979827881E-1,2.156890869E0,9.492233276E0
3.071517543E1,7.362823486E-1,2.135345459E0,9.310272217E0
3.072726039E1,7.506561279E-1,2.149719238E0,9.267181396E0
3.073934535E1,7.243194580E-1,2.144927979E0,9.410827637E0
3.075146083E1,7.027587891E-1,2.132949829E0,9.489837646E0
3.076354579E1,6.572723389E-1,2.135345459E0,9.487442017E0
3.077563075E1,6.501007080E-1,2.137741089E0,9.501815796E0
3.078771571E1,6.740417480E-1,2.132949829E0,9.542510986E0
3.079980067E1,7.123413086E-1,2.125778198E0,9.537719727E0
3.081188563E1,7.506561279E-1,2.099441528E0,9.449142456E0
3.082397059E1,7.482604980E-1,2.065917969E0,9.401260376E0
3.083608607E1,7.219238281E-1,2.032394409E0,9.391677856E0
3.084817103E1,7.027587891E-1,2.015640259E0,9.465896606E0
3.086025599E1,6.716461182E-1,1.998886108E0,9.542510986E0
3.087234095E1,6.716461182E-1,1.994094849E0,9.552093506E0
3.088442591E1,6.836090088E-1,1.989303589E0,9.528152466E0
3.089651088E1,7.243194580E-1,1.996490479E0,9.475479126E0
3.090859584E1,7.075500488E-1,1.994094849E0,9.410827637E0
3.092071132E1,6.955871582E-1,1.965362549E0,9.362945557E0
3.093279628E1,6.716461182E-1,1.939025879E0,9.319854736E0
3.094488124E1,6.884002686E-1,1.939025879E0,9.298309326E0
3.095696620E1,7.099456787E-1,1.943817139E0,9.343795776E0
3.096905116E1,7.147369385E-1,1.967758179E0,9.444351196E0
3.098113612E1,6.955871582E-1,1.970153809E0,9.590393066E0
3.099322108E1,6.788177490E-1,1.965362549E0,9.686172485E0
3.100533656E1,6.644592285E-1,1.950988770E0,9.760391235E0
3.101742152E1,6.477050781E-1,1.927047729E0,9.729263306E0
3.102950648E1,6.524810791E-1,1.900711060E0,9.489837646E0
3.104159144E1,7.817687988E-1,1.927047729E0,9.099594116E0
3.105367640E1,8.176879883E-1,1.953384399E0,9.111557007E0
3.106576136E1,6.907958984E-1,1.893539429E0,9.561660767E0
3.107784633E1,6.309356689E-1,1.836074829E0,9.829818726E0
3.108996180E1,6.333312988E-1,1.790588379E0,9.712509155E0
3.110204676E1,6.644592285E-1,1.802551270E0,9.355758667E0
3.111413173E1,7.003784180E-1,1.867202759E0,9.166625977E0
3.112621669E1,7.290954590E-1,1.934234619E0,9.310272217E0
3.113830165E1,6.979827881E-1,1.953384399E0,9.549697876E0
3.115038661E1,6.333312988E-1,1.910293579E0,9.662231445E0
3.116250209E1,6.189727783E-1,1.850433350E0,9.671798706E0
3.117458705E1,6.620635986E-1,1.821701050E0,9.669403076E0
3.118667201E1,6.979827881E-1,1.809738159E0,9.597579956E0
3.119875697E1,7.075500488E-1,1.788192749E0,9.465896606E0
3.121084193E1,6.907958984E-1,1.749877930E0,9.322250366E0
3.122292689E1,6.692504883E-1,1.733123779E0,9.305480957E0
3.123501185E1,6.620635986E-1,1.735519409E0,9.439559937E0
3.124712733E1,7.027587891E-1,1.735519409E0,9.702926636E0
3.125921229E1,7.243194580E-1,1.759460449E0,9.683776855E0
3.127129725E1,7.219238281E-1,1.759460449E0,9.590393066E0
3.128338221E1,7.075500488E-1,1.757064819E0,9.492233276E0
3.129546717E1,7.099456787E-1,1.761856079E0,9.434768677E0
3.130755214E1,7.075500488E-1,1.759460449E0,9.429992676E0
3.131963710E1,6.955871582E-1,1.757064819E0,9.453933716E0
3.133175258E1,6.979827881E-1,1.759460449E0,9.587997437E0
3.134383754E1,7.147369385E-1,1.745086670E0,9.762786865E0
3.135592250E1,7.195281982E-1,1.721145630E0,9.667007446E0
3.136800746E1,7.362823486E-1,1.699600220E0,9.446746826E0
3.138009242E1,7.458648682E-1,1.718765259E0,9.401260376E0
3.139217738E1,7.027587891E-1,1.725936890E0,9.508987427E0
3.140429286E1,6.884002686E-1,1.716369629E0,9.489837646E0
3.141637782E1,6.548767090E-1,1.706787109E0,9.446746826E0
3.142846278E1,6.692504883E-1,1.709182739E0,9.461105347E0
3.144054774E1,7.075500488E-1,1.718765259E0,9.566452026E0
3.145263270E1,7.219238281E-1,1.704391479E0,9.664611816E0
3.146471766E1,7.314910889E-1,1.680450439E0,9.669403076E0
3.147680262E1,7.171325684E-1,1.656509399E0,9.592788696E0
3.148888758E1,6.907958984E-1,1.627777100E0,9.492233276E0
3.150100306E1,6.453094482E-1,1.596649170E0,9.468292236E0
3.151308802E1,6.357269287E-1,1.575103760E0,9.530548096E0
3.152517298E1,6.620635986E-1,1.572708130E0,9.583221436E0
3.153725795E1,6.884002686E-1,1.570312500E0,9.585617065E0
3.154934291E1,7.147369385E-1,1.570312500E0,9.552093506E0
3.156142787E1,7.171325684E-1,1.558349609E0,9.508987427E0
3.157354335E1,6.955871582E-1,1.546371460E0,9.520965576E0
3.158562831E1,6.764373779E-1,1.546371460E0,9.525756836E0
3.159771327E1,6.788177490E-1,1.543975830E0,9.508987427E0
3.160979823E1,6.812133789E-1,1.563140869E0,9.523361206E0
3.162188319E1,6.740417480E-1,1.587081909E0,9.576034546E0
3.163396815E1,6.716461182E-1,1.594253540E0,9.621520996E0
3.164605311E1,6.501007080E-1,1.584686279E0,9.652648926E0
3.165816859E1,6.620635986E-1,1.579895020E0,9.686172485E0
3.167025355E1,6.453094482E-1,1.543975830E0,9.564056396E0
3.168233851E1,6.884002686E-1,1.524826050E0,9.255203247E0
3.169442347E1,8.296661377E-1,1.563140869E0,9.090011597E0
3.170650843E1,7.793731689E-1,1.520034790E0,9.552093506E0
3.171859340E1,6.524810791E-1,1.453002930E0,1.004290771E1
3.173067836E1,6.117858887E-1,1.395538330E0,1.007641602E1
3.174279383E1,6.524810791E-1,1.381179810E0,9.674194336E0
3.175487880E1,6.907958984E-1,1.431457520E0,9.238449097E0
3.176696376E1,7.099456787E-1,1.527221680E0,9.209716797E0
3.177904872E1,7.123413086E-1,1.582290649E0,9.497024536E0
3.179113368E1,6.716461182E-1,1.558349609E0,9.705322266E0
3.180321864E1,6.405181885E-1,1.503280640E0,9.719680786E0
3.181533412E1,6.572723389E-1,1.453002930E0,9.707717896E0
3.182741908E1,6.836090088E-1,1.443420410E0,9.667007446E0
3.183950404E1,6.955871582E-1,1.431457520E0,9.499420166E0
3.185158900E1,6.788177490E-1,1.412292480E0,9.312667847E0
3.186367396E1,6.548767090E-1,1.378784180E0,9.327041626E0
3.187575892E1,6.692504883E-1,1.383575439E0,9.549697876E0
3.188784388E1,7.075500488E-1,1.385971069E0,9.784332275E0
3.189995936E1,7.314910889E-1,1.395538330E0,9.839401245E0
3.191204432E1,7.219238281E-1,1.412292480E0,9.736450195E0
3.192412928E1,7.075500488E-1,1.433853149E0,9.607162476E0
3.193621424E1,6.884002686E-1,1.441024780E0,9.513778687E0
3.194829920E1,6.812133789E-1,1.453002930E0,9.420410156E0
3.196038417E1,6.740417480E-1,1.453002930E0,9.389282227E0
3.197246913E1,6.860046387E-1,1.445816040E0,9.504211426E0
3.198458461E1,7.123413086E-1,1.438629150E0,9.741226196E0
3.199666957E1,7.530517578E-1,1.405120850E0,9.829818726E0
3.200875453E1,7.314910889E-1,1.378784180E0,9.664611816E0
3.202083949E1,7.314910889E-1,1.376388550E0,9.487442017E0
3.203292445E1,7.195281982E-1,1.388351440E0,9.485046387E0
3.204500941E1,6.979827881E-1,1.400329590E0,9.449142456E0
3.205709437E1,6.836090088E-1,1.412292480E0,9.508987427E0
3.206920985E1,7.075500488E-1,1.426666260E0,9.667007446E0
3.208129481E1,7.171325684E-1,1.443420410E0,9.743621826E0
3.209337977E1,7.267150879E-1,1.419479370E0,9.664611816E0
3.210546473E1,7.051544189E-1,1.397933960E0,9.561660767E0
3.211754969E1,6.884002686E-1,1.364410400E0,9.528152466E0
3.212963466E1,6.620635986E-1,1.350051880E0,9.542510986E0
3.214175013E1,6.644592285E-1,1.333297729E0,9.544906616E0
3.215383509E1,6.668548584E-1,1.323715210E0,9.556884766E0
3.216592006E1,6.836090088E-1,1.314132690E0,9.619125366E0
3.217800502E1,7.027587891E-1,1.309356689E0,9.655044556E0
3.219008998E1,7.267150879E-1,1.314132690E0,9.631103516E0
3.220217494E1,7.386779785E-1,1.330902100E0,9.587997437E0
3.221425990E1,7.003784180E-1,1.333297729E0,9.576034546E0
3.222637538E1,6.668548584E-1,1.335678101E0,9.580825806E0
3.223846034E1,6.716461182E-1,1.338073730E0,9.549697876E0
3.225054530E1,7.171325684E-1,1.345260620E0,9.458709717E0
3.226263026E1,7.290954590E-1,1.359634399E0,9.492233276E0
3.227471522E1,7.243194580E-1,1.371597290E0,9.561660767E0
3.228680018E1,6.836090088E-1,1.393142700E0,9.688552856E0
3.229888514E1,6.477050781E-1,1.385971069E0,9.822631836E0
3.231100062E1,6.213684082E-1,1.357238770E0,9.817840576E0
3.232308558E1,6.453094482E-1,1.330902100E0,9.542510986E0
3.233517054E1,7.578277588E-1,1.352447510E0,9.145080566E0
3.234725550E1,8.368377686E-1,1.405120850E0,9.176208496E0
3.235934046E1,7.147369385E-1,1.335678101E0,9.848968506E0
3.237142543E1,5.998229980E-1,1.247100830E0,1.013627625E1
3.238351039E1,6.285400391E-1,1.232742310E0,9.923187256E0
3.239562587E1,6.884002686E-1,1.256683350E0,9.432373047E0
3.240771083E1,7.338867188E-1,1.350051880E0,9.169021606E0
3.241979579E1,7.338867188E-1,1.448211670E0,9.331817627E0
3.243188075E1,7.099456787E-1,1.479339600E0,9.635894775E0
3.244396571E1,6.668548584E-1,1.450607300E0,9.769958496E0
3.245605067E1,6.548767090E-1,1.414688110E0,9.707717896E0
3.246816615E1,6.596679688E-1,1.388351440E0,9.597579956E0
3.248025111E1,6.812133789E-1,1.385971069E0,9.494628906E0
3.249233607E1,6.644592285E-1,1.342864990E0,9.394073486E0
3.250442103E1,6.524810791E-1,1.316528320E0,9.391677856E0
3.251650599E1,6.620635986E-1,1.306961060E0,9.549697876E0
3.252859095E1,7.003784180E-1,1.306961060E0,9.767562866E0
3.254067591E1,7.338867188E-1,1.318923950E0,9.841781616E0
3.255279139E1,7.578277588E-1,1.350051880E0,9.769958496E0
3.256487635E1,7.290954590E-1,1.383575439E0,9.655044556E0
3.257696132E1,6.907958984E-1,1.393142700E0,9.571243286E0
3.258904628E1,6.692504883E-1,1.431457520E0,9.525756836E0
3.260113124E1,6.596679688E-1,1.445816040E0,9.480270386E0
3.261321620E1,6.812133789E-1,1.469757080E0,9.480270386E0
3.262530116E1,6.979827881E-1,1.472152710E0,9.583221436E0
3.263741664E1,7.338867188E-1,1.469757080E0,9.714889526E0
3.264950160E1,7.314910889E-1,1.457794189E0,9.683776855E0
3.266158656E1,7.434692383E-1,1.429061890E0,9.528152466E0
3.267367152E1,7.338867188E-1,1.474548340E0,9.439559937E0
3.268575648E1,7.147369385E-1,1.498489380E0,9.468292236E0
3.269784144E1,6.812133789E-1,1.536804199E0,9.537719727E0
3.270992640E1,6.692504883E-1,1.563140869E0,9.602371216E0
3.272204188E1,6.740417480E-1,1.599044800E0,9.638275146E0
3.273412684E1,6.907958984E-1,1.608627319E0,9.619125366E0
3.274621180E1,6.860046387E-1,1.599044800E0,9.566452026E0
3.275829676E1,6.907958984E-1,1.613418579E0,9.513778687E0
3.277038172E1,6.716461182E-1,1.591857910E0,9.497024536E0
3.278246669E1,6.644592285E-1,1.589477539E0,9.508987427E0
3.279455165E1,6.692504883E-1,1.587081909E0,9.499420166E0
3.280666713E1,6.620635986E-1,1.589477539E0,9.544906616E0
3.281875209E1,6.716461182E-1,1.591857910E0,9.611938477E0
3.283083705E1,6.860046387E-1,1.625381470E0,9.635894775E0
3.284292201E1,7.027587891E-1,1.680450439E0,9.647857666E0
3.285500697E1,7.147369385E-1,1.721145630E0,9.633499146E0
3.286709193E1,6.979827881E-1,1.754669189E0,9.568847656E0
3.287917689E1,6.572723389E-1,1.776214600E0,9.444351196E0
3.289129237E1,6.213684082E-1,1.792984009E0,9.341400146E0
3.290337733E1,6.213684082E-1,1.807342529E0,9.339004517E0
3.291546229E1,6.477050781E-1,1.836074829E0,9.386886597E0
3.292754725E1,6.907958984E-1,1.879165649E0,9.458709717E0
3.293963221E1,7.147369385E-1,1.915084839E0,9.489837646E0
3.295171717E1,6.764373779E-1,1.931838989E0,9.506607056E0
3.296380214E1,6.477050781E-1,1.965362549E0,9.492233276E0
3.297591761E1,6.429138184E-1,1.967758179E0,9.508987427E0
3.298800258E1,6.189727783E-1,1.974929810E0,9.566452026E0
3.300008754E1,6.189727783E-1,1.953384399E0,9.475479126E0
3.301217250E1,6.884002686E-1,1.967758179E0,9.291122437E0
3.302425746E1,7.506561279E-1,2.044372559E0,9.420410156E0
3.303634242E1,6.740417480E-1,2.046768188E0,9.750808716E0
3.304845790E1,5.567169189E-1,2.006057739E0,9.825027466E0
3.306054286E1,5.878448486E-1,1.977325439E0,9.571243286E0
3.307262782E1,6.955871582E-1,2.008453369E0,9.087615967E0
3.308471278E1,7.578277588E-1,2.049163818E0,8.788345337E0
3.309679774E1,7.434692383E-1,2.135345459E0,9.011001587E0
3.310888270E1,6.668548584E-1,2.173660278E0,9.513778687E0
3.312096766E1,5.998229980E-1,2.173660278E0,9.805877686E0
3.313308314E1,5.830535889E-1,2.171264648E0,9.781936646E0
3.314516810E1,6.309356689E-1,2.180831909E0,9.657440186E0
3.315725306E1,6.907958984E-1,2.180831909E0,9.547302246E0
3.316933802E1,7.171325684E-1,2.154495239E0,9.377319336E0
3.318142299E1,7.027587891E-1,2.144927979E0,9.209716797E0
3.319350795E1,6.788177490E-1,2.154495239E0,9.197753906E0
3.320559291E1,6.620635986E-1,2.168869019E0,9.336608887E0
3.321770838E1,6.788177490E-1,2.188018799E0,9.499420166E0
3.322979335E1,6.668548584E-1,2.226333618E0,9.561660767E0
3.324187831E1,6.716461182E-1,2.262237549E0,9.544906616E0
3.325396327E1,6.620635986E-1,2.302947998E0,9.501815796E0
3.326604823E1,6.668548584E-1,2.319702148E0,9.449142456E0
3.327813319E1,6.668548584E-1,2.322097778E0,9.355758667E0
3.329021815E1,6.788177490E-1,2.319702148E0,9.283935547E0
3.330233363E1,6.812133789E-1,2.334060669E0,9.315063477E0
3.331441859E1,6.836090088E-1,2.355621338E0,9.475479126E0
3.332650355E1,6.668548584E-1,2.348434448E0,9.473083496E0
3.333858851E1,6.740417480E-1,2.331680298E0,9.310272217E0
3.335067347E1,6.836090088E-1,2.338851929E0,9.240844727E0
3.336275843E1,6.907958984E-1,2.365188599E0,9.202529907E0
3.337487391E1,6.524810791E-1,2.384338379E0,9.276763916E0
3.338695887E1,6.261444092E-1,2.420257568E0,9.305480957E0
3.339904383E1,6.165771484E-1,2.441802979E0,9.346191406E0
3.341112880E1,6.189727783E-1,2.460952759E0,9.422805786E0
3.342321376E1,6.381225586E-1,2.475326538E0,9.456329346E0
3.343529872E1,6.596679688E-1,2.482513428E0,9.429992676E0
3.344738368E1,6.524810791E-1,2.484909058E0,9.389282227E0
3.345949916E1,6.548767090E-1,2.472930908E0,9.350982666E0
3.347158412E1,6.692504883E-1,2.465744019E0,9.295913696E0
3.348366908E1,6.764373779E-1,2.458572388E0,9.283935547E0
3.349575404E1,6.668548584E-1,2.448989868E0,9.293518066E0
3.350783900E1,6.429138184E-1,2.458572388E0,9.339004517E0
3.351992396E1,6.453094482E-1,2.492080688E0,9.372528076E0
3.353200892E1,6.548767090E-1,2.504058838E0,9.394073486E0
3.354412440E1,6.716461182E-1,2.523208618E0,9.377319336E0
3.355620936E1,6.572723389E-1,2.539962769E0,9.336608887E0
3.356829432E1,6.548767090E-1,2.556732178E0,9.291122437E0
3.358037928E1,6.524810791E-1,2.575881958E0,9.248031616E0
3.359246424E1,6.692504883E-1,2.571090698E0,9.255203247E0
3.360454921E1,6.884002686E-1,2.590240479E0,9.303100586E0
3.361666468E1,6.836090088E-1,2.602218628E0,9.362945557E0
3.362874964E1,6.668548584E-1,2.604614258E0,9.362945557E0
3.364083461E1,6.309356689E-1,2.592636108E0,9.291122437E0
3.365291957E1,6.189727783E-1,2.609405518E0,9.248031616E0
3.366500453E1,6.285400391E-1,2.621368408E0,9.293518066E0
3.367708949E1,6.453094482E-1,2.647705078E0,9.348587036E0
3.368917445E1,6.453094482E-1,2.650100708E0,9.350982666E0
3.370128993E1,6.093902588E-1,2.640518188E0,9.310272217E0
3.371337489E1,6.045989990E-1,2.659683228E0,9.279144287E0
3.372545985E1,6.022033691E-1,2.683624268E0,9.240844727E0
3.373754481E1,6.381225586E-1,2.707565308E0,9.274368286E0
3.374962977E1,6.405181885E-1,2.688415527E0,9.293518066E0
3.376171473E1,6.548767090E-1,2.659683228E0,9.159439087E0
3.377379969E1,7.554321289E-1,2.705169678E0,9.075637817E0
3.378591517E1,7.147369385E-1,2.743469238E0,9.360549927E0
3.379800013E1,5.974273682E-1,2.712356567E0,9.561660767E0
3.381008509E1,5.878448486E-1,2.671646118E0,9.473083496E0
3.382217006E1,6.620635986E-1,2.640518188E0,9.142684937E0
3.383425502E1,7.147369385E-1,2.654891968E0,8.845794678E0
3.384633998E1,7.195281982E-1,2.714752197E0,8.862564087E0
3.385842494E1,6.501007080E-1,2.791366577E0,9.173812866E0
3.387054042E1,5.615081787E-1,2.841644287E0,9.451538086E0
3.388262538E1,5.351715088E-1,2.870361328E0,9.540115356E0
3.389471034E1,5.854492188E-1,2.846420288E0,9.542510986E0
3.390679530E1,6.357269287E-1,2.817703247E0,9.532943726E0
3.391888026E1,6.788177490E-1,2.779388428E0,9.396469116E0
3.393096522E1,6.836090088E-1,2.760238647E0,9.157043457E0
3.394308070E1,6.548767090E-1,2.753051758E0,9.003814697E0
3.395516566E1,6.453094482E-1,2.760238647E0,9.051696777E0
3.396725062E1,6.429138184E-1,2.772201538E0,9.214508057E0
3.397933558E1,6.453094482E-1,2.784179688E0,9.341400146E0
3.399142054E1,6.405181885E-1,2.817703247E0,9.362945557E0
3.400350550E1,6.213684082E-1,2.832061768E0,9.341400146E0
3.401559046E1,6.501007080E-1,2.848815918E0,9.298309326E0
3.402770594E1,6.572723389E-1,2.856002808E0,9.226486206E0
3.403979091E1,6.644592285E-1,2.839248657E0,9.152252197E0
3.405187587E1,6.884002686E-1,2.846420288E0,9.135498047E0
3.406396083E1,6.907958984E-1,2.875152588E0,9.259994507E0
3.407604579E1,6.764373779E-1,2.887130737E0,9.370132446E0
3.408813075E1,6.740417480E-1,2.882339478E0,9.288726807E0
3.410021571E1,6.620635986E-1,2.879943848E0,9.149871826E0
3.411233119E1,6.572723389E-1,2.887130737E0,9.080429077E0
3.412441615E1,6.501007080E-1,2.901489258E0,9.080429077E0
3.413650111E1,6.213684082E-1,2.911071777E0,9.075637817E0
3.414858607E1,6.141815186E-1,2.946975708E0,9.116348267E0
3.416067103E1,6.045989990E-1,2.968536377E0,9.204925537E0
3.417275599E1,6.165771484E-1,2.978103638E0,9.279144287E0
3.418484095E1,6.405181885E-1,2.968536377E0,9.300704956E0
3.419695643E1,6.572723389E-1,2.970932007E0,9.276763916E0
3.420904139E1,6.668548584E-1,2.978103638E0,9.245635986E0
3.422112635E1,6.716461182E-1,2.966140747E0,9.202529907E0
3.423321132E1,6.716461182E-1,2.956558228E0,9.192962646E0
3.424529628E1,6.716461182E-1,2.956558228E0,9.286331177E0
3.425738124E1,6.405181885E-1,2.944595337E0,9.183380127E0
3.426946620E1,6.285400391E-1,2.951766968E0,9.147476196E0
3.428158168E1,6.165771484E-1,2.966140747E0,9.140289307E0
3.429366664E1,6.309356689E-1,2.966140747E0,9.166625977E0
3.430575160E1,6.668548584E-1,2.982894897E0,9.204925537E0
3.431783656E1,6.644592285E-1,2.992477417E0,9.226486206E0
3.432992152E1,6.692504883E-1,2.997268677E0,9.231262207E0
3.434200648E1,6.572723389E-1,2.994873047E0,9.216903687E0
3.435409144E1,6.596679688E-1,3.009231567E0,9.130706787E0
3.436620692E1,6.668548584E-1,3.014022827E0,9.123535156E0
3.437829188E1,6.644592285E-1,3.028381348E0,9.128311157E0
3.439037684E1,6.548767090E-1,3.049926758E0,9.164230347E0
3.440246180E1,6.501007080E-1,3.047546387E0,9.207321167E0
3.441454676E1,6.429138184E-1,3.049926758E0,9.219299316E0
3.442663172E1,6.285400391E-1,3.045150757E0,9.164230347E0
3.443874720E1,6.141815186E-1,3.035568237E0,9.125915527E0
3.445083216E1,6.405181885E-1,3.040359497E0,9.121139526E0
3.446291713E1,6.596679688E-1,3.049926758E0,9.178588867E0
3.447500209E1,6.620635986E-1,3.054718018E0,9.238449097E0
3.448708705E1,6.788177490E-1,3.081054688E0,9.219299316E0
3.449917201E1,6.453094482E-1,3.085845947E0,9.161834717E0
3.451125697E1,6.213684082E-1,3.076263428E0,9.128311157E0
3.452337245E1,6.213684082E-1,3.076263428E0,9.147476196E0
3.453545741E1,6.237640381E-1,3.073883057E0,9.190567017E0
3.454754237E1,6.453094482E-1,3.064300537E0,9.159439087E0
3.455962733E1,6.979827881E-1,3.045150757E0,8.999023438E0
3.457171229E1,7.506561279E-1,3.107391357E0,9.063674927E0
3.458379725E1,6.812133789E-1,3.124160767E0,9.329437256E0
3.459591273E1,5.950317383E-1,3.078659058E0,9.377319336E0
3.460799769E1,6.237640381E-1,3.021209717E0,9.188171387E0
3.462008265E1,6.979827881E-1,2.985290527E0,8.910446167E0
3.463216761E1,7.219238281E-1,3.023590088E0,8.781158447E0
3.464425258E1,6.668548584E-1,3.081054688E0,8.900863647E0
3.465633754E1,5.806579590E-1,3.164855957E0,9.113952637E0
3.466842250E1,5.686950684E-1,3.184005737E0,9.259994507E0
3.468050746E1,5.830535889E-1,3.188796997E0,9.353378296E0
3.469262294E1,6.261444092E-1,3.148101807E0,9.429992676E0
3.470470790E1,6.764373779E-1,3.128936768E0,9.410827637E0
3.471679286E1,7.219238281E-1,3.100204468E0,9.238449097E0
3.472887782E1,7.171325684E-1,3.090637207E0,9.006210327E0
3.474096278E1,6.955871582E-1,3.097824097E0,8.910446167E0
3.475304774E1,6.596679688E-1,3.088241577E0,9.032546997E0
3.476516322E1,6.429138184E-1,3.085845947E0,9.164230347E0
3.477724818E1,6.548767090E-1,3.093032837E0,9.231262207E0
3.478933314E1,6.405181885E-1,3.109786987E0,9.228866577E0
3.480141810E1,6.309356689E-1,3.124160767E0,9.207321167E0
3.481350306E1,6.333312988E-1,3.131332397E0,9.171417236E0
3.482558802E1,6.477050781E-1,3.124160767E0,9.128311157E0
3.483767299E1,6.764373779E-1,3.104995728E0,9.087615967E0
