"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.602649129E1,7.027587891E-1,3.152877808E0,9.090011597E0
1.603860677E1,6.955871582E-1,3.157669067E0,9.066070557E0
1.605069173E1,7.099456787E-1,3.164855957E0,9.080429077E0
1.606277669E1,6.884002686E-1,3.174438477E0,9.111557007E0
1.607486165E1,6.716461182E-1,3.181610107E0,9.133102417E0
1.608694661E1,6.620635986E-1,3.193588257E0,9.152252197E0
1.609903157E1,6.572723389E-1,3.203155518E0,9.137893677E0
1.611111654E1,6.501007080E-1,3.172042847E0,9.104370117E0
1.612323201E1,6.501007080E-1,3.169647217E0,9.078033447E0
1.613531698E1,6.716461182E-1,3.164855957E0,9.104370117E0
1.614740194E1,6.764373779E-1,3.191192627E0,9.171417236E0
1.615948690E1,6.955871582E-1,3.215133667E0,9.219299316E0
1.617157186E1,6.644592285E-1,3.210342407E0,9.202529907E0
1.618365682E1,6.261444092E-1,3.195983887E0,9.111557007E0
1.619574178E1,6.261444092E-1,3.191192627E0,9.063674927E0
1.620782674E1,6.069946289E-1,3.179214478E0,9.090011597E0
1.621994222E1,6.405181885E-1,3.184005737E0,9.125915527E0
1.623202718E1,7.123413086E-1,3.188796997E0,9.070861816E0
1.624411214E1,7.745971680E-1,3.155273438E0,9.013397217E0
1.625619710E1,7.674102783E-1,3.184005737E0,9.044525146E0
1.626828206E1,6.261444092E-1,3.174438477E0,9.312667847E0
1.628036702E1,5.639038086E-1,3.143310547E0,9.303100586E0
1.629245198E1,6.429138184E-1,3.107391357E0,9.070861816E0
1.630456746E1,7.099456787E-1,3.078659058E0,8.855377197E0
1.631665242E1,7.267150879E-1,3.104995728E0,8.800308228E0
1.632873738E1,6.836090088E-1,3.172042847E0,8.939178467E0
1.634082235E1,6.333312988E-1,3.229492188E0,9.142684937E0
1.635290731E1,6.069946289E-1,3.255828857E0,9.228866577E0
1.636499227E1,6.141815186E-1,3.255828857E0,9.279144287E0
1.637707723E1,6.620635986E-1,3.239074707E0,9.343795776E0
1.638919271E1,6.907958984E-1,3.219924927E0,9.343795776E0
1.640127767E1,7.171325684E-1,3.193588257E0,9.192962646E0
1.641336263E1,7.027587891E-1,3.172042847E0,8.991851807E0
1.642544759E1,6.812133789E-1,3.172042847E0,8.905654907E0
1.643753255E1,6.596679688E-1,3.181610107E0,9.006210327E0
1.644961751E1,6.548767090E-1,3.179214478E0,9.178588867E0
1.646173299E1,6.644592285E-1,3.191192627E0,9.250427246E0
1.647381795E1,6.572723389E-1,3.193588257E0,9.226486206E0
1.648590291E1,6.644592285E-1,3.176834106E0,9.171417236E0
1.649798787E1,6.716461182E-1,3.184005737E0,9.135498047E0
1.651007283E1,6.788177490E-1,3.169647217E0,9.106765747E0
1.652215780E1,6.907958984E-1,3.169647217E0,9.075637817E0
1.653424276E1,7.099456787E-1,3.162460327E0,9.054092407E0
1.654635823E1,7.027587891E-1,3.184005737E0,9.090011597E0
1.655844320E1,6.884002686E-1,3.222320557E0,9.240844727E0
1.657052816E1,6.788177490E-1,3.200775146E0,9.219299316E0
1.658261312E1,6.884002686E-1,3.181610107E0,9.049301147E0
1.659469808E1,6.884002686E-1,3.188796997E0,8.994247437E0
1.660678304E1,6.572723389E-1,3.191192627E0,8.994247437E0
1.661886800E1,6.213684082E-1,3.207946777E0,8.994247437E0
1.663098348E1,6.189727783E-1,3.217529297E0,9.011001587E0
1.664306844E1,6.189727783E-1,3.241470337E0,9.099594116E0
1.665515340E1,6.501007080E-1,3.234283447E0,9.207321167E0
1.666723836E1,6.740417480E-1,3.231887817E0,9.257598877E0
1.667932332E1,6.788177490E-1,3.229492188E0,9.204925537E0
1.669140828E1,6.907958984E-1,3.210342407E0,9.125915527E0
1.670349324E1,6.955871582E-1,3.195983887E0,9.094802856E0
1.671560872E1,6.860046387E-1,3.181610107E0,9.109161377E0
1.672769368E1,6.668548584E-1,3.152877808E0,9.140289307E0
1.673977864E1,6.309356689E-1,3.140914917E0,9.140289307E0
1.675186361E1,6.237640381E-1,3.140914917E0,9.109161377E0
1.676394857E1,6.429138184E-1,3.148101807E0,9.090011597E0
1.677603353E1,6.668548584E-1,3.169647217E0,9.123535156E0
1.678811849E1,6.812133789E-1,3.167251587E0,9.173812866E0
1.680023397E1,6.812133789E-1,3.157669067E0,9.164230347E0
1.681231893E1,6.860046387E-1,3.152877808E0,9.104370117E0
1.682440389E1,6.907958984E-1,3.152877808E0,9.056488037E0
1.683648885E1,6.860046387E-1,3.162460327E0,9.058883667E0
1.684857381E1,6.836090088E-1,3.155273438E0,9.121139526E0
1.686065877E1,6.740417480E-1,3.169647217E0,9.178588867E0
1.687274373E1,6.572723389E-1,3.164855957E0,9.178588867E0
1.688485921E1,6.381225586E-1,3.140914917E0,9.118743896E0
1.689694417E1,6.285400391E-1,3.107391357E0,9.094802856E0
1.690902913E1,6.548767090E-1,3.124160767E0,9.111557007E0
1.692111409E1,6.836090088E-1,3.140914917E0,9.154647827E0
1.693319906E1,6.955871582E-1,3.133728027E0,9.219299316E0
1.694528402E1,6.692504883E-1,3.119369507E0,9.226486206E0
1.695736898E1,6.333312988E-1,3.107391357E0,9.188171387E0
1.696948446E1,6.189727783E-1,3.097824097E0,9.137893677E0
1.698156942E1,6.237640381E-1,3.088241577E0,9.152252197E0
1.699365438E1,6.189727783E-1,3.049926758E0,9.202529907E0
1.700573934E1,6.644592285E-1,3.011627197E0,9.159439087E0
1.701782430E1,7.793731689E-1,3.014022827E0,8.951141357E0
1.702990926E1,7.698059082E-1,3.030776978E0,8.967910767E0
1.704199422E1,6.405181885E-1,2.980499268E0,9.207321167E0
1.705410970E1,5.806579590E-1,2.915863037E0,9.341400146E0
1.706619466E1,6.189727783E-1,2.882339478E0,9.269577026E0
1.707827962E1,6.692504883E-1,2.882339478E0,9.039733887E0
1.709036458E1,7.195281982E-1,2.937408447E0,8.915237427E0
1.710244954E1,6.979827881E-1,2.999649048E0,9.049301147E0
1.711453450E1,6.429138184E-1,3.035568237E0,9.271972656E0
1.712661946E1,6.022033691E-1,3.014022827E0,9.358154297E0
1.713873494E1,5.830535889E-1,2.990081787E0,9.324645996E0
1.715081990E1,6.405181885E-1,2.944595337E0,9.322250366E0
1.716290486E1,6.884002686E-1,2.901489258E0,9.350982666E0
1.717498983E1,7.099456787E-1,2.875152588E0,9.288726807E0
1.718707479E1,7.123413086E-1,2.853607178E0,9.149871826E0
1.719915540E1,6.907958984E-1,2.832061768E0,9.046920776E0
1.721124036E1,6.644592285E-1,2.829666138E0,9.118743896E0
1.722335584E1,6.620635986E-1,2.839248657E0,9.288726807E0
1.723544080E1,6.788177490E-1,2.827270508E0,9.408432007E0
1.724752576E1,6.740417480E-1,2.844039917E0,9.315063477E0
1.725961072E1,6.979827881E-1,2.834457397E0,9.293518066E0
1.727169568E1,6.860046387E-1,2.820083618E0,9.245635986E0
1.728378064E1,6.955871582E-1,2.791366577E0,9.212112427E0
1.729586560E1,7.051544189E-1,2.769805908E0,9.173812866E0
1.730798108E1,7.099456787E-1,2.767425537E0,9.164230347E0
1.732006604E1,7.003784180E-1,2.776992798E0,9.286331177E0
1.733215100E1,6.979827881E-1,2.776992798E0,9.432373047E0
1.734423596E1,6.884002686E-1,2.748260498E0,9.295913696E0
1.735632092E1,7.123413086E-1,2.717132568E0,9.188171387E0
1.736840588E1,7.123413086E-1,2.705169678E0,9.135498047E0
1.738052136E1,6.884002686E-1,2.702774048E0,9.176208496E0
1.739260632E1,6.309356689E-1,2.695587158E0,9.188171387E0
1.740469128E1,6.117858887E-1,2.688415527E0,9.178588867E0
1.741677624E1,6.261444092E-1,2.705169678E0,9.212112427E0
1.742886121E1,6.596679688E-1,2.705169678E0,9.305480957E0
1.744094617E1,7.099456787E-1,2.690811157E0,9.422805786E0
1.745303113E1,7.386779785E-1,2.671646118E0,9.475479126E0
1.746514661E1,7.386779785E-1,2.645309448E0,9.477874756E0
1.747723157E1,7.195281982E-1,2.628555298E0,9.432373047E0
1.748931653E1,6.860046387E-1,2.604614258E0,9.353378296E0
1.750140149E1,6.692504883E-1,2.563903809E0,9.281539917E0
1.751348645E1,6.668548584E-1,2.554336548E0,9.231262207E0
1.752557141E1,6.692504883E-1,2.539962769E0,9.224090576E0
1.753765637E1,7.003784180E-1,2.542358398E0,9.236053467E0
1.754974133E1,7.075500488E-1,2.537567139E0,9.279144287E0
1.756185681E1,7.147369385E-1,2.535186768E0,9.331817627E0
1.757394177E1,6.764373779E-1,2.496871948E0,9.353378296E0
1.758602673E1,6.884002686E-1,2.482513428E0,9.377319336E0
1.759811169E1,6.884002686E-1,2.472930908E0,9.353378296E0
1.761019666E1,6.979827881E-1,2.463348389E0,9.279144287E0
1.762228162E1,6.907958984E-1,2.437011719E0,9.219299316E0
1.763436658E1,6.907958984E-1,2.439407349E0,9.224090576E0
1.764648206E1,6.884002686E-1,2.429840088E0,9.329437256E0
1.765856702E1,6.692504883E-1,2.427444458E0,9.468292236E0
1.767065198E1,6.381225586E-1,2.429840088E0,9.561660767E0
1.768273694E1,6.189727783E-1,2.410675049E0,9.499420166E0
1.769482190E1,6.644592285E-1,2.401107788E0,9.377319336E0
1.770690686E1,6.812133789E-1,2.391525269E0,9.341400146E0
1.771899182E1,6.716461182E-1,2.360397339E0,9.384490967E0
1.773110730E1,7.362823486E-1,2.314910889E0,9.283935547E0
1.774319226E1,8.368377686E-1,2.298156738E0,9.039733887E0
1.775527722E1,7.817687988E-1,2.267028809E0,9.135498047E0
1.776736218E1,6.548767090E-1,2.216751099E0,9.518569946E0
1.777944714E1,6.022033691E-1,2.173660278E0,9.760391235E0
1.779153210E1,6.357269287E-1,2.161682129E0,9.614334106E0
1.780361706E1,6.884002686E-1,2.188018799E0,9.305480957E0
1.781573254E1,7.314910889E-1,2.250274658E0,9.209716797E0
1.782781751E1,7.386779785E-1,2.298156738E0,9.384490967E0
1.783990246E1,6.836090088E-1,2.300552368E0,9.566452026E0
1.785198743E1,6.405181885E-1,2.255065918E0,9.544906616E0
1.786407239E1,6.501007080E-1,2.207168579E0,9.413223267E0
1.787615735E1,6.907958984E-1,2.168869019E0,9.343795776E0
1.788824231E1,7.267150879E-1,2.116195679E0,9.355758667E0
1.790035779E1,7.362823486E-1,2.092254639E0,9.372528076E0
1.791244275E1,7.147369385E-1,2.065917969E0,9.372528076E0
1.792452771E1,6.596679688E-1,2.049163818E0,9.463500977E0
1.793661267E1,6.381225586E-1,2.061126709E0,9.602371216E0
1.794869763E1,6.501007080E-1,2.065917969E0,9.690948486E0
1.796078259E1,6.884002686E-1,2.085067749E0,9.631103516E0
1.797289807E1,7.219238281E-1,2.085067749E0,9.473083496E0
1.798498303E1,7.219238281E-1,2.068313599E0,9.339004517E0
1.799706799E1,7.099456787E-1,2.044372559E0,9.274368286E0
1.800915295E1,7.027587891E-1,2.027603149E0,9.264785767E0
1.802123792E1,6.955871582E-1,2.006057739E0,9.317459106E0
1.803332288E1,7.027587891E-1,2.013244629E0,9.463500977E0
1.804540784E1,7.195281982E-1,2.029998779E0,9.714889526E0
1.805752332E1,6.884002686E-1,2.001266479E0,9.762786865E0
1.806960828E1,6.907958984E-1,1.974929810E0,9.525756836E0
1.808169324E1,7.003784180E-1,1.977325439E0,9.353378296E0
1.809377820E1,6.907958984E-1,1.972549438E0,9.365341187E0
1.810586316E1,6.764373779E-1,1.974929810E0,9.367736816E0
1.811794812E1,6.524810791E-1,1.970153809E0,9.329437256E0
1.813003308E1,6.357269287E-1,1.967758179E0,9.331817627E0
1.814214856E1,6.764373779E-1,1.965362549E0,9.418014526E0
1.815423352E1,7.147369385E-1,1.943817139E0,9.554489136E0
1.816631848E1,7.314910889E-1,1.922271729E0,9.650253296E0
1.817840344E1,7.243194580E-1,1.888748169E0,9.655044556E0
1.819048840E1,6.860046387E-1,1.862411499E0,9.595184326E0
1.820257336E1,6.644592285E-1,1.836074829E0,9.525756836E0
1.821465833E1,6.285400391E-1,1.797760010E0,9.497024536E0
1.822677380E1,6.405181885E-1,1.792984009E0,9.456329346E0
1.823885876E1,6.668548584E-1,1.797760010E0,9.444351196E0
1.825094373E1,7.051544189E-1,1.819320679E0,9.494628906E0
1.826302869E1,7.267150879E-1,1.821701050E0,9.583221436E0
1.827511365E1,7.195281982E-1,1.812133789E0,9.592788696E0
1.828719861E1,6.955871582E-1,1.785797119E0,9.444351196E0
1.829928357E1,6.812133789E-1,1.745086670E0,9.303100586E0
1.831139905E1,6.788177490E-1,1.730728149E0,9.250427246E0
1.832348401E1,7.267150879E-1,1.737915039E0,9.291122437E0
1.833556897E1,7.434692383E-1,1.761856079E0,9.444351196E0
1.834765393E1,7.147369385E-1,1.737915039E0,9.769958496E0
1.835973889E1,6.692504883E-1,1.728332520E0,9.870513916E0
1.837182385E1,6.237640381E-1,1.701995850E0,9.817840576E0
1.838390881E1,6.405181885E-1,1.711578369E0,9.669403076E0
1.839602429E1,6.453094482E-1,1.709182739E0,9.564056396E0
1.840810925E1,6.644592285E-1,1.713973999E0,9.449142456E0
1.842019421E1,7.722015381E-1,1.713973999E0,9.202529907E0
1.843227917E1,8.392333984E-1,1.699600220E0,9.070861816E0
1.844436414E1,7.338867188E-1,1.642135620E0,9.463500977E0
1.845644910E1,6.333312988E-1,1.582290649E0,9.853759766E0
1.846853406E1,6.189727783E-1,1.551162720E0,9.791503906E0
1.848064954E1,6.501007080E-1,1.543975830E0,9.456329346E0
1.849273450E1,6.836090088E-1,1.558349609E0,9.190567017E0
1.850481946E1,7.243194580E-1,1.596649170E0,9.283935547E0
1.851690442E1,7.267150879E-1,1.642135620E0,9.626312256E0
1.852898938E1,6.812133789E-1,1.632568359E0,9.884887695E0
1.854107434E1,6.165771484E-1,1.582290649E0,9.932769775E0
1.855315930E1,6.022033691E-1,1.539199829E0,9.825027466E0
1.856527478E1,6.309356689E-1,1.524826050E0,9.635894775E0
1.857735974E1,6.692504883E-1,1.517639160E0,9.418014526E0
1.858944470E1,6.788177490E-1,1.510467529E0,9.219299316E0
1.860152966E1,6.812133789E-1,1.500885010E0,9.135498047E0
1.861361462E1,6.501007080E-1,1.491302490E0,9.245635986E0
1.862569958E1,6.453094482E-1,1.469757080E0,9.525756836E0
1.863778455E1,6.644592285E-1,1.472152710E0,9.810668945E0
1.864990002E1,6.955871582E-1,1.479339600E0,9.875305176E0
1.866198498E1,6.884002686E-1,1.467361450E0,9.746017456E0
1.867406995E1,7.003784180E-1,1.453002930E0,9.587997437E0
1.868615491E1,6.788177490E-1,1.450607300E0,9.482666016E0
1.869823987E1,6.812133789E-1,1.455398560E0,9.468292236E0
1.871032483E1,6.812133789E-1,1.460189819E0,9.499420166E0
1.872240979E1,6.860046387E-1,1.460189819E0,9.592788696E0
1.873452527E1,6.836090088E-1,1.453002930E0,9.683776855E0
1.874661023E1,6.955871582E-1,1.421875000E0,9.595184326E0
1.875869519E1,7.171325684E-1,1.405120850E0,9.434768677E0
1.877078015E1,7.123413086E-1,1.424270630E0,9.513778687E0
1.878286511E1,6.860046387E-1,1.421875000E0,9.640670776E0
1.879495007E1,6.429138184E-1,1.419479370E0,9.537719727E0
1.880703503E1,6.237640381E-1,1.417083740E0,9.468292236E0
1.881915051E1,6.548767090E-1,1.431457520E0,9.528152466E0
1.883123547E1,6.860046387E-1,1.441024780E0,9.590393066E0
1.884332043E1,7.099456787E-1,1.421875000E0,9.640670776E0
1.885540540E1,7.338867188E-1,1.393142700E0,9.650253296E0
1.886749036E1,7.075500488E-1,1.354843140E0,9.623916626E0
1.887957532E1,6.596679688E-1,1.328506470E0,9.540115356E0
1.889166028E1,6.357269287E-1,1.294982910E0,9.482666016E0
1.890377576E1,6.261444092E-1,1.254287720E0,9.504211426E0
1.891586072E1,6.596679688E-1,1.249496460E0,9.580825806E0
1.892794568E1,7.027587891E-1,1.263854980E0,9.640670776E0
1.894003064E1,7.267150879E-1,1.275833130E0,9.705322266E0
1.895211560E1,7.243194580E-1,1.290191650E0,9.757995605E0
1.896420056E1,6.764373779E-1,1.290191650E0,9.671798706E0
1.897628552E1,6.285400391E-1,1.271041870E0,9.508987427E0
1.898840100E1,6.501007080E-1,1.285400391E0,9.377319336E0
1.900048596E1,7.075500488E-1,1.318923950E0,9.358154297E0
1.901257092E1,7.386779785E-1,1.335678101E0,9.485046387E0
1.902465588E1,7.099456787E-1,1.338073730E0,9.678985596E0
1.903674084E1,6.692504883E-1,1.323715210E0,9.741226196E0
1.904882580E1,6.453094482E-1,1.314132690E0,9.659835815E0
1.906094128E1,6.572723389E-1,1.299774170E0,9.597579956E0
1.907302624E1,6.572723389E-1,1.285400391E0,9.587997437E0
1.908511121E1,7.027587891E-1,1.283020020E0,9.468292236E0
1.909719617E1,8.057098389E-1,1.287796021E0,9.259994507E0
1.910928113E1,8.152923584E-1,1.268646240E0,9.487442017E0
1.912136609E1,6.764373779E-1,1.206405640E0,9.956710815E0
1.913345105E1,6.022033691E-1,1.156112671E0,1.001177979E1
1.914553601E1,6.309356689E-1,1.141754150E0,9.657440186E0
1.915765149E1,6.764373779E-1,1.163299561E0,9.252822876E0
1.916973645E1,7.314910889E-1,1.251892090E0,9.195358276E0
1.918182141E1,7.745971680E-1,1.328506470E0,9.516174316E0
1.919390637E1,7.434692383E-1,1.330902100E0,9.726867676E0
1.920599133E1,6.572723389E-1,1.256683350E0,9.681381226E0
1.921807629E1,6.213684082E-1,1.204010010E0,9.638275146E0
1.923016126E1,6.764373779E-1,1.213577271E0,9.671798706E0
1.924227673E1,7.458648682E-1,1.213577271E0,9.667007446E0
1.925436169E1,7.219238281E-1,1.196823120E0,9.540115356E0
1.926644666E1,6.788177490E-1,1.175277710E0,9.463500977E0
1.927853162E1,6.477050781E-1,1.175277710E0,9.516174316E0
1.929061658E1,6.620635986E-1,1.182449341E0,9.614334106E0
1.930270154E1,6.860046387E-1,1.187240601E0,9.609558105E0
1.931478650E1,7.338867188E-1,1.192031860E0,9.573638916E0
1.932690198E1,7.578277588E-1,1.206405640E0,9.597579956E0
1.933898694E1,7.769927979E-1,1.199218750E0,9.616729736E0
1.935107190E1,7.458648682E-1,1.187240601E0,9.552093506E0
1.936315686E1,6.907958984E-1,1.151336670E0,9.499420166E0
1.937524182E1,6.692504883E-1,1.158508301E0,9.511383057E0
1.938732678E1,6.788177490E-1,1.189636230E0,9.695739746E0
1.939944226E1,7.123413086E-1,1.172882080E0,9.904037476E0
1.941152722E1,7.338867188E-1,1.141754150E0,9.892074585E0
1.942361218E1,7.338867188E-1,1.117813110E0,9.688552856E0
1.943569714E1,7.506561279E-1,1.151336670E0,9.475479126E0
1.944778210E1,7.362823486E-1,1.175277710E0,9.367736816E0
1.945986706E1,6.979827881E-1,1.180068970E0,9.283935547E0
1.947195203E1,6.716461182E-1,1.182449341E0,9.386886597E0
1.948403699E1,6.907958984E-1,1.187240601E0,9.568847656E0
1.949615246E1,7.147369385E-1,1.199218750E0,9.698135376E0
1.950823743E1,7.219238281E-1,1.158508301E0,9.736450195E0
1.952032239E1,7.027587891E-1,1.129791260E0,9.762786865E0
1.953240735E1,6.860046387E-1,1.098663330E0,9.743621826E0
1.954449231E1,6.501007080E-1,1.084289551E0,9.633499146E0
1.955657727E1,6.501007080E-1,1.081893921E0,9.504211426E0
1.956866223E1,6.548767090E-1,1.065139771E0,9.523361206E0
1.958077771E1,6.884002686E-1,1.055557251E0,9.580825806E0
1.959286267E1,7.410736084E-1,1.069931030E0,9.580825806E0
1.960494763E1,7.602233887E-1,1.079498291E0,9.604766846E0
1.961703259E1,7.362823486E-1,1.103454590E0,9.662231445E0
1.962911755E1,6.764373779E-1,1.101058960E0,9.669403076E0
1.964120251E1,6.501007080E-1,1.072326660E0,9.561660767E0
1.965331799E1,6.429138184E-1,1.050781250E0,9.420410156E0
1.966540295E1,6.668548584E-1,1.055557251E0,9.374923706E0
1.967748792E1,7.482604980E-1,1.084289551E0,9.425201416E0
1.968957288E1,8.033294678E-1,1.113021851E0,9.559280396E0
1.970165784E1,7.578277588E-1,1.127395630E0,9.779541016E0
1.971374280E1,6.788177490E-1,1.117813110E0,9.951919556E0
1.972582776E1,6.285400391E-1,1.125000000E0,9.927978516E0
1.973794324E1,6.453094482E-1,1.134567261E0,9.760391235E0
1.975002820E1,6.812133789E-1,1.134567261E0,9.607162476E0
1.976211316E1,7.027587891E-1,1.129791260E0,9.413223267E0
1.977419812E1,7.578277588E-1,1.132171631E0,9.195358276E0
1.978628308E1,8.631744385E-1,1.165695190E0,9.133102417E0
1.979836804E1,7.674102783E-1,1.117813110E0,9.559280396E0
1.981045300E1,6.237640381E-1,1.041198730E0,9.947128296E0
1.982256848E1,5.926361084E-1,9.861297607E-1,9.992630005E0
1.983465344E1,6.764373779E-1,9.789428711E-1,9.667007446E0
1.984673840E1,7.530517578E-1,1.041198730E0,9.358154297E0
1.985882336E1,8.009338379E-1,1.156112671E0,9.429992676E0
1.987090833E1,8.081054688E-1,1.215972900E0,9.722076416E0
1.988299329E1,7.458648682E-1,1.187240601E0,9.839401245E0
1.989507825E1,6.501007080E-1,1.129791260E0,9.724472046E0
1.990719373E1,6.213684082E-1,1.125000000E0,9.619125366E0
1.991927869E1,6.501007080E-1,1.125000000E0,9.475479126E0
1.993136365E1,6.764373779E-1,1.110626221E0,9.322250366E0
1.994344861E1,6.860046387E-1,1.089080811E0,9.303100586E0
1.995553357E1,6.836090088E-1,1.081893921E0,9.470687866E0
1.996761853E1,6.955871582E-1,1.060348511E0,9.674194336E0
1.997970349E1,7.195281982E-1,1.072326660E0,9.829818726E0
1.999181897E1,7.410736084E-1,1.091476440E0,9.846572876E0
2.000390393E1,7.482604980E-1,1.122604370E0,9.789123535E0
2.001598889E1,7.195281982E-1,1.151336670E0,9.688552856E0
2.002807385E1,7.027587891E-1,1.168090820E0,9.590393066E0
2.004015881E1,6.764373779E-1,1.182449341E0,9.518569946E0
2.005224377E1,6.860046387E-1,1.208786011E0,9.446746826E0
2.006435925E1,7.051544189E-1,1.237518311E0,9.465896606E0
2.007644421E1,7.123413086E-1,1.273437500E0,9.688552856E0
2.008852917E1,7.219238281E-1,1.290191650E0,9.880096436E0
2.010061414E1,7.147369385E-1,1.285400391E0,9.757995605E0
2.011269910E1,7.219238281E-1,1.283020020E0,9.487442017E0
2.012478406E1,7.554321289E-1,1.316528320E0,9.295913696E0
2.013686902E1,7.434692383E-1,1.350051880E0,9.271972656E0
2.014898450E1,7.051544189E-1,1.371597290E0,9.372528076E0
2.016106946E1,6.716461182E-1,1.383575439E0,9.518569946E0
2.017315442E1,6.572723389E-1,1.393142700E0,9.640670776E0
2.018523938E1,6.860046387E-1,1.419479370E0,9.729263306E0
2.019732434E1,7.027587891E-1,1.412292480E0,9.743621826E0
2.020940930E1,7.003784180E-1,1.409912109E0,9.700531006E0
2.022149426E1,7.003784180E-1,1.402725220E0,9.623916626E0
2.023360974E1,6.812133789E-1,1.407516479E0,9.566452026E0
2.024569470E1,6.836090088E-1,1.441024780E0,9.432373047E0
2.025777966E1,6.740417480E-1,1.472152710E0,9.540115356E0
2.026986462E1,6.788177490E-1,1.498489380E0,9.571243286E0
2.028194958E1,6.836090088E-1,1.539199829E0,9.537719727E0
2.029403455E1,7.099456787E-1,1.582290649E0,9.480270386E0
2.030611951E1,7.123413086E-1,1.615814209E0,9.422805786E0
2.031820447E1,6.884002686E-1,1.639755249E0,9.425201416E0
2.033031995E1,6.668548584E-1,1.651718140E0,9.468292236E0
2.034240491E1,6.429138184E-1,1.661300659E0,9.516174316E0
2.035448987E1,6.764373779E-1,1.690032959E0,9.566452026E0
2.036657483E1,7.099456787E-1,1.713973999E0,9.520965576E0
2.037865979E1,7.290954590E-1,1.723541260E0,9.451538086E0
2.039074475E1,7.267150879E-1,1.737915039E0,9.427597046E0
2.040286023E1,7.099456787E-1,1.759460449E0,9.506607056E0
2.041494519E1,6.907958984E-1,1.783401489E0,9.595184326E0
2.042703015E1,6.716461182E-1,1.804946899E0,9.616729736E0
2.043911511E1,6.237640381E-1,1.826492310E0,9.583221436E0
2.045120007E1,6.069946289E-1,1.852828979E0,9.528152466E0
2.046328503E1,6.309356689E-1,1.888748169E0,9.463500977E0
2.047537000E1,6.644592285E-1,1.919876099E0,9.451538086E0
2.048748547E1,6.788177490E-1,1.934234619E0,9.441955566E0
2.049957043E1,6.764373779E-1,1.917480469E0,9.322250366E0
2.051165540E1,8.009338379E-1,1.941421509E0,9.154647827E0
2.052374036E1,8.105010986E-1,1.989303589E0,9.334213257E0
2.053582532E1,6.716461182E-1,1.948608398E0,9.662231445E0
2.054791028E1,5.782623291E-1,1.891143799E0,9.813064575E0
2.055999524E1,6.333312988E-1,1.900711060E0,9.571243286E0
2.057211072E1,7.243194580E-1,1.931838989E0,9.113952637E0
2.058419568E1,7.674102783E-1,1.977325439E0,8.905654907E0
2.059628064E1,7.602233887E-1,2.070709229E0,9.195358276E0
2.060836560E1,7.123413086E-1,2.111404419E0,9.655044556E0
2.062045056E1,6.237640381E-1,2.111404419E0,9.829818726E0
2.063253552E1,5.830535889E-1,2.099441528E0,9.753204346E0
2.064465100E1,6.213684082E-1,2.116195679E0,9.616729736E0
2.065673596E1,6.860046387E-1,2.111404419E0,9.501815796E0
2.066882092E1,7.195281982E-1,2.082672119E0,9.367736816E0
2.068090588E1,6.979827881E-1,2.092254639E0,9.245635986E0
2.069299084E1,6.860046387E-1,2.111404419E0,9.226486206E0
2.070507580E1,6.884002686E-1,2.140136719E0,9.327041626E0
2.071716077E1,7.003784180E-1,2.171264648E0,9.468292236E0
2.072927624E1,7.027587891E-1,2.211959839E0,9.542510986E0
2.074136121E1,7.099456787E-1,2.245483398E0,9.511383057E0
2.075344617E1,7.003784180E-1,2.255065918E0,9.444351196E0
2.076553113E1,7.171325684E-1,2.259841919E0,9.379714966E0
2.077761609E1,7.219238281E-1,2.259841919E0,9.331817627E0
2.078970105E1,7.338867188E-1,2.247879028E0,9.293518066E0
2.080178601E1,7.290954590E-1,2.276611328E0,9.305480957E0
2.081390149E1,7.003784180E-1,2.300552368E0,9.441955566E0
2.082598645E1,6.860046387E-1,2.329284668E0,9.573638916E0
2.083807141E1,6.812133789E-1,2.317306519E0,9.480270386E0
2.085015637E1,6.812133789E-1,2.312515259E0,9.267181396E0
2.086224133E1,7.219238281E-1,2.329284668E0,9.173812866E0
2.087432629E1,7.099456787E-1,2.355621338E0,9.219299316E0
2.088641126E1,6.788177490E-1,2.384338379E0,9.286331177E0
2.089852673E1,6.477050781E-1,2.425048828E0,9.310272217E0
2.091061169E1,6.501007080E-1,2.441802979E0,9.350982666E0
2.092269666E1,6.596679688E-1,2.468139648E0,9.401260376E0
2.093478162E1,6.884002686E-1,2.487289429E0,9.418014526E0
2.094686658E1,7.219238281E-1,2.492080688E0,9.408432007E0
2.095895154E1,7.338867188E-1,2.489685059E0,9.406051636E0
2.097103650E1,7.243194580E-1,2.472930908E0,9.358154297E0
2.098315198E1,7.099456787E-1,2.453781128E0,9.324645996E0
2.099523694E1,6.979827881E-1,2.446594238E0,9.305480957E0
2.100732190E1,6.740417480E-1,2.448989868E0,9.293518066E0
2.101940686E1,6.644592285E-1,2.468139648E0,9.329437256E0
2.103149182E1,6.668548584E-1,2.494476318E0,9.355758667E0
2.104357678E1,6.860046387E-1,2.520812988E0,9.372528076E0
2.105566174E1,6.955871582E-1,2.530395508E0,9.362945557E0
2.106777722E1,6.836090088E-1,2.542358398E0,9.310272217E0
2.107986218E1,6.740417480E-1,2.554336548E0,9.291122437E0
2.109194714E1,6.740417480E-1,2.587860107E0,9.267181396E0
2.110403210E1,6.860046387E-1,2.604614258E0,9.262390137E0
2.111611706E1,6.907958984E-1,2.597427368E0,9.269577026E0
