"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
6.590301920E1,-6.442791224E-2,-9.508919716E-2,-2.777538300E-1
6.591309000E1,8.260595798E-2,-3.825604916E-2,-1.642084122E-1
6.592316081E1,1.530519724E-1,1.219856739E-2,8.455657959E-2
6.593323161E1,8.913612366E-2,5.206131935E-2,2.799930573E-1
6.594330241E1,-4.450637102E-2,5.060756207E-2,2.883682251E-1
6.595337321E1,-1.409035325E-1,5.508923531E-2,1.291065216E-1
6.596344401E1,-1.764524579E-1,6.329452991E-2,-8.674526215E-2
6.597351481E1,-1.120957136E-1,7.029628754E-2,-2.546520233E-1
6.598361613E1,-1.595151424E-2,7.692480087E-2,-2.880105972E-1
6.599368693E1,6.034559011E-2,4.763448238E-2,-2.304582596E-1
6.600375773E1,8.723157644E-2,-4.277706146E-3,-8.491230011E-2
6.601382853E1,9.049361944E-2,-4.757213593E-2,1.050806046E-1
6.602389933E1,5.419349670E-2,-9.709703922E-2,2.600784302E-1
6.603397013E1,1.552975178E-2,-1.202166080E-1,3.222732544E-1
6.604404093E1,-6.392896175E-3,-1.000611782E-1,3.014564514E-1
6.605414225E1,-2.045631409E-3,-6.656706333E-2,1.976547241E-1
6.606421305E1,2.374172211E-2,-3.957808018E-2,8.726215363E-2
6.607428385E1,3.041225672E-2,-1.744127274E-2,1.043319702E-3
6.608435465E1,2.533131838E-2,-1.433610916E-3,-5.407905579E-2
6.609442545E1,3.034394979E-2,6.569147110E-3,-1.021957397E-1
6.610449626E1,3.606075048E-2,-7.473468781E-3,-1.242818832E-1
6.611456706E1,5.173802376E-2,-1.515257359E-2,-1.346578598E-1
6.612466837E1,6.562674046E-2,-1.669239998E-2,-8.858871460E-2
6.613473918E1,5.674123764E-2,-6.329894066E-3,7.963848114E-2
6.614480998E1,5.683660507E-3,-1.617860794E-2,1.811094284E-1
6.615488078E1,-4.372805357E-2,-2.456772327E-2,8.967399597E-2
6.616495158E1,-4.128861427E-2,-2.348458767E-2,-3.802394867E-2
6.617502238E1,-2.116262913E-3,-9.830355644E-3,-1.211900711E-1
6.618509318E1,4.125523567E-2,1.680552959E-2,-1.987056732E-1
6.619519450E1,2.842062712E-2,1.810002327E-2,-1.779661179E-1
6.620526530E1,-8.755564690E-3,1.344561577E-2,-1.103944778E-1
6.621533610E1,-2.451437712E-2,1.170051098E-2,-1.803874969E-2
6.622540690E1,-6.882137060E-2,7.435441017E-3,5.160236359E-2
6.623547770E1,-6.114685535E-2,-6.844758987E-3,1.155252457E-1
6.624554850E1,-2.127993107E-2,1.396811008E-2,1.643571854E-1
6.625561930E1,5.588412285E-3,1.684081554E-2,1.676473618E-1
6.626572062E1,4.405790567E-2,2.347719669E-2,1.284503937E-1
6.627579142E1,5.144101381E-2,2.701508999E-2,6.400489807E-2
6.628586222E1,6.397891045E-2,9.056806564E-3,-3.895473480E-2
6.629593302E1,6.217914820E-2,-2.033388615E-2,-8.342742920E-3
6.630600382E1,4.152905941E-2,-3.032088280E-2,7.534027100E-3
6.631607462E1,3.074157238E-2,-5.909335613E-2,-1.229190826E-2
6.632614542E1,1.246690750E-3,-7.782793045E-2,-3.896522522E-2
6.633624674E1,-6.293892860E-3,-7.226908207E-2,-5.337905884E-2
6.634631754E1,7.866799831E-3,-6.425035000E-2,-3.208255768E-2
6.635638834E1,9.759306908E-3,-3.023362160E-2,1.952266693E-2
6.636645915E1,1.824378967E-3,-1.843571663E-3,3.963756561E-2
6.637652995E1,-1.691877842E-3,2.063751221E-3,2.171993256E-2
6.638660075E1,-9.986281395E-3,8.257746696E-3,-1.008033752E-2
6.639667155E1,-1.288950443E-2,1.233625412E-2,-4.854393005E-2
6.640677287E1,1.231670380E-3,-3.861904144E-3,-5.584526062E-2
6.641684367E1,1.082569361E-2,-9.367465973E-3,-5.148601532E-2
6.642691447E1,1.080745459E-2,-1.399672031E-2,-5.435180664E-2
6.643698527E1,-5.695283413E-3,-3.453338146E-2,-7.865905762E-2
6.644705607E1,-1.465266943E-2,-3.981506824E-2,-6.247234344E-2
6.645712687E1,-3.032356501E-2,-2.809226513E-2,-1.588439941E-2
6.646719767E1,3.951847553E-3,-7.475256920E-3,7.962512970E-2
6.647729899E1,2.378726006E-2,2.091538906E-2,1.807928085E-1
6.648736979E1,1.741003990E-2,3.218722343E-2,1.909065247E-1
6.649744059E1,3.770232201E-3,4.628098011E-2,1.019935608E-1
6.650751139E1,-1.440972090E-2,3.788864613E-2,1.247787476E-2
6.651758219E1,-3.252989054E-2,3.934288025E-2,-6.852054596E-2
6.652765299E1,-2.763330936E-3,2.761673927E-2,-7.718563080E-2
6.653772379E1,-2.815270424E-2,1.717829704E-2,-6.698036194E-2
6.654782511E1,-5.347019434E-2,-4.616975784E-4,-1.425056458E-1
6.655789591E1,-3.194886446E-2,-2.820014954E-2,-2.933607101E-1
6.656796671E1,1.042261124E-1,-1.137292385E-2,-2.439594269E-1
6.657803751E1,2.105955482E-1,-1.265525818E-3,3.377819061E-2
6.658810832E1,1.593027115E-1,-6.613850594E-3,3.620777130E-1
6.659817912E1,1.843947172E-2,-2.393209934E-2,3.833217621E-1
6.660824992E1,-1.119472384E-1,-7.733988762E-2,1.070756912E-1
6.661832072E1,-1.493741274E-1,-9.625363350E-2,-2.095870972E-1
6.662842204E1,-7.133287191E-2,-9.019589424E-2,-3.870420456E-1
6.663849284E1,6.585419178E-2,-2.841615677E-2,-3.472671509E-1
6.664856364E1,1.444507241E-1,1.750683784E-2,-1.052074432E-1
6.665863444E1,1.055696607E-1,4.311203957E-2,1.613636017E-1
6.666870524E1,-1.418936253E-2,4.263663292E-2,2.939014435E-1
6.667877604E1,-1.196390390E-1,4.933667183E-2,2.639551163E-1
6.668884684E1,-1.707416177E-1,5.715560913E-2,1.307439804E-1
6.669894816E1,-1.215425134E-1,6.530594826E-2,-3.175735474E-4
6.670901896E1,-3.565108776E-2,7.955741882E-2,-7.734012604E-2
6.671908976E1,3.964108229E-2,6.558918953E-2,-1.124839783E-1
6.672916056E1,7.929450274E-2,3.325486183E-2,-9.277153015E-2
6.673923136E1,7.969552279E-2,-8.866548538E-3,-2.465343475E-2
6.674930216E1,4.729872942E-2,-5.834364891E-2,4.725933075E-2
6.675937296E1,2.262049913E-2,-8.210277557E-2,9.922599792E-2
6.676947428E1,-6.295979023E-3,-8.039212227E-2,9.142494202E-2
6.677954508E1,-2.508348227E-2,-7.177925110E-2,4.358673096E-2
6.678961588E1,-2.215713263E-2,-3.701496124E-2,2.258300781E-2
6.679968668E1,-9.802401066E-3,-1.191687584E-2,1.597023010E-2
6.680975748E1,9.483814240E-3,5.625963211E-3,2.361965179E-2
6.681982829E1,2.899444103E-2,6.332159042E-3,1.929473877E-2
6.682989909E1,3.663378954E-2,-7.406234741E-3,3.270149231E-3
6.684000040E1,5.406302214E-2,-1.145958900E-2,-3.058433533E-3
6.685007121E1,5.657386780E-2,-1.086211205E-2,-3.764724731E-2
6.686014201E1,5.332988501E-2,-1.253819466E-2,1.605892181E-2
6.687021281E1,3.125566244E-2,-7.393121719E-3,1.254529953E-1
6.688028361E1,8.763670921E-4,-1.725316048E-2,1.148281097E-1
6.689035441E1,-9.223818779E-3,-2.496767044E-2,9.942054749E-3
6.690042521E1,-1.040697098E-2,-1.296639442E-2,-1.099548340E-1
6.691052653E1,1.975977421E-2,7.513284683E-3,-2.116508484E-1
6.692059733E1,4.135978222E-2,1.746201515E-2,-1.795454025E-1
6.693066813E1,1.169419289E-2,2.860069275E-2,-1.080560684E-1
6.694073893E1,-2.297747135E-2,1.882362366E-2,-4.485893250E-2
6.695080973E1,-4.328376055E-2,1.133823395E-2,2.680397034E-2
6.696088053E1,-6.859052181E-2,1.749777794E-2,7.141304016E-2
6.697095133E1,-6.116724014E-2,4.180645943E-2,7.300853729E-2
6.698105358E1,-3.353935480E-2,6.495332718E-2,5.825233459E-2
6.699112438E1,-6.953537464E-3,5.676603317E-2,4.149436951E-2
6.700119518E1,3.356730938E-2,4.631733894E-2,1.317310333E-2
6.701126599E1,5.971723795E-2,2.674031258E-2,6.559371948E-3
6.702133679E1,8.352798223E-2,2.416920662E-2,4.670143127E-3
6.703140759E1,7.882601023E-2,-9.073734283E-3,3.357219696E-2
6.704147839E1,4.847723246E-2,-3.043627739E-2,5.020046234E-2
6.705157971E1,9.230852127E-3,-5.170655251E-2,1.457214355E-2
6.706165051E1,-2.683454752E-2,-4.871916771E-2,-3.235435486E-2
6.707172131E1,-4.315763712E-2,-4.270124435E-2,-5.975246429E-2
6.708179211E1,-1.633912325E-2,-2.883172035E-2,-4.661273956E-2
6.709186291E1,2.582848072E-3,-4.870414734E-3,-7.946014404E-3
6.710193371E1,1.160591841E-2,7.141113281E-3,1.107215881E-2
6.711200451E1,8.516907692E-3,7.369279861E-3,-1.049613953E-2
6.712210583E1,3.046870232E-3,-1.309227943E-2,-5.539035797E-2
6.713217663E1,2.629220486E-3,-8.305311203E-3,-7.150936127E-2
6.714224743E1,1.668983698E-2,-1.658010483E-2,-5.218982697E-2
6.715231823E1,1.672941446E-2,-4.571914673E-3,-5.094528198E-3
6.716238903E1,1.020342112E-2,1.004934311E-2,4.336071014E-2
6.717245983E1,1.607096195E-2,1.720643044E-2,6.973361969E-2
6.718253063E1,-3.810644150E-3,1.453733444E-2,2.243423462E-2
6.719263195E1,-1.629108191E-2,7.279872894E-3,-2.892494202E-3
6.720270275E1,-2.843767405E-2,7.888555527E-3,-5.857563019E-2
6.721277355E1,-3.091394901E-2,-4.541397095E-3,-7.811355591E-2
6.722284436E1,-5.037426949E-3,8.468627930E-4,-6.675148010E-2
6.723291516E1,2.031046152E-2,-9.885787964E-3,3.407478333E-3
6.724298596E1,3.847002983E-2,1.611709595E-4,7.476520538E-2
6.725305676E1,3.990167379E-2,8.252143860E-3,9.563827515E-2
6.726312756E1,8.123695850E-3,2.392435074E-2,5.043888092E-2
6.727322888E1,-2.364110947E-2,1.921772957E-2,-7.705688477E-4
6.728329968E1,-3.211861849E-2,1.403355598E-2,2.447319031E-2
6.729337048E1,-2.634811401E-2,1.138019562E-2,-1.875019073E-2
6.730344128E1,-5.143022537E-2,1.651167870E-2,-4.952430725E-2
6.731351208E1,-7.110857964E-2,-4.491806030E-3,-1.512861252E-1
6.732358288E1,-7.780730724E-3,-1.626968384E-2,-3.021516800E-1
6.733365368E1,1.407324672E-1,4.794597626E-3,-2.457733154E-1
6.734375500E1,2.162848711E-1,1.954054832E-2,3.321647644E-3
6.735382580E1,1.586037278E-1,3.504037857E-3,2.559213638E-1
6.736389660E1,3.266990185E-3,-2.523159981E-2,2.615556717E-1
6.737396740E1,-1.268574595E-1,-8.878445625E-2,3.827571869E-2
6.738403820E1,-1.595771313E-1,-1.109485626E-1,-1.860342026E-1
6.739410900E1,-7.041037083E-2,-9.523570538E-2,-2.842664719E-1
6.740421032E1,6.046527624E-2,-2.607297897E-2,-1.778802872E-1
6.741428112E1,1.180486679E-1,3.202831745E-2,7.106685638E-2
6.742435192E1,6.282442808E-2,7.044649124E-2,2.856893539E-1
6.743442272E1,-5.616152287E-2,6.984436512E-2,3.531599045E-1
6.744449352E1,-1.466729641E-1,7.173514366E-2,2.450008392E-1
6.745456432E1,-1.648290753E-1,5.892384052E-2,7.260131836E-2
6.746463513E1,-8.378630877E-2,7.178223133E-2,-1.065845490E-1
6.747470593E1,4.990577698E-3,7.573878765E-2,-2.171382904E-1
6.748480724E1,8.324617147E-2,5.920493603E-2,-2.367258072E-1
6.749487805E1,1.116736531E-1,1.427388191E-2,-1.831769943E-1
6.750494885E1,8.386564255E-2,-3.628993034E-2,-3.853321075E-2
6.751501965E1,5.231767893E-2,-7.766580582E-2,9.910964966E-2
6.752509045E1,7.171452045E-3,-9.702050686E-2,2.112169266E-1
6.753516125E1,-1.876509190E-2,-8.930671215E-2,2.163715363E-1
6.754523205E1,-2.563858032E-2,-7.440268993E-2,1.622352600E-1
6.755533337E1,-1.355749369E-2,-3.710818291E-2,8.465194702E-2
6.756540417E1,1.054608822E-2,-2.199327946E-2,1.453781128E-2
6.757547497E1,2.753973007E-2,-1.388370991E-2,-2.676105499E-2
6.758554577E1,4.427808523E-2,-5.119204521E-3,-4.605293274E-2
6.759561657E1,4.222279787E-2,-7.520318031E-3,-4.142570496E-2
6.760568737E1,5.994141102E-2,-1.171875000E-2,-3.005695343E-2
6.761575817E1,5.339509249E-2,-8.405208588E-3,-3.302192688E-2
6.762585949E1,5.067718029E-2,2.080559731E-3,6.816005707E-2
6.763593029E1,2.702468634E-2,7.044553757E-3,1.605119705E-1
6.764600109E1,-1.910161972E-2,-1.289999485E-2,1.261367798E-1
6.765607189E1,-4.215389490E-2,-2.115225792E-2,-6.811141968E-3
6.766614269E1,2.285242081E-4,-2.656161785E-2,-1.188135147E-1
6.767621350E1,3.011846542E-2,-1.891851425E-4,-1.793975830E-1
6.768628430E1,3.204166889E-2,8.199572563E-3,-1.446142197E-1
6.769638561E1,-7.644295692E-3,1.951444149E-2,-6.316661835E-2
6.770645642E1,-4.538023472E-2,1.416039467E-2,4.796981812E-4
6.771652722E1,-6.675750017E-2,2.011239529E-2,6.793594360E-2
6.772659802E1,-6.224775314E-2,2.748858929E-2,1.037511826E-1
6.773666882E1,-3.950089216E-2,4.094767570E-2,1.013135910E-1
6.774673962E1,1.419126987E-3,4.199242592E-2,5.647182465E-2
6.775681042E1,3.960531950E-2,3.361487389E-2,3.131294250E-2
6.776691174E1,6.858479977E-2,2.089452744E-2,2.534294128E-2
6.777698254E1,5.778646469E-2,-7.818937302E-4,2.171802521E-2
6.778705334E1,5.480724573E-2,-1.268947124E-2,1.815700531E-2
6.779712414E1,3.508079052E-2,-2.692461014E-2,1.937103271E-2
6.780719494E1,2.207809687E-2,-6.022584438E-2,1.835250854E-2
6.781726574E1,-9.819030762E-3,-6.504237652E-2,7.955551147E-3
6.782733654E1,-2.682292461E-2,-6.761586666E-2,-1.876258850E-2
6.783743786E1,-2.402323484E-2,-7.240235806E-2,-1.908111572E-2
6.784750866E1,-1.149684191E-2,-5.113053322E-2,8.998870850E-3
6.785757946E1,-1.127499342E-2,-2.347195148E-2,4.616737366E-2
6.786765026E1,-8.966624737E-3,-6.122112274E-3,5.431175232E-2
6.787772106E1,-2.149820328E-3,1.154184341E-3,2.219390869E-2
6.788779186E1,2.315402031E-3,3.854870796E-3,-1.887607574E-2
6.789786266E1,9.661912918E-5,-1.880407333E-3,-9.495067596E-2
6.790796398E1,-3.772020340E-3,-1.754283905E-2,-1.559123993E-1
6.791803478E1,-4.257321358E-3,-2.135193348E-2,-1.594638824E-1
6.792810558E1,-1.573479176E-2,-3.051531315E-2,-1.136627197E-1
6.793817639E1,-2.436655760E-2,-2.666819096E-2,-3.569412231E-2
6.794824719E1,2.573788166E-3,-1.377725601E-2,8.595085144E-2
6.795831799E1,2.406775951E-2,1.100540161E-2,2.105903625E-1
6.796838879E1,2.551835775E-2,3.208684921E-2,2.580709457E-1
6.797849011E1,1.066923141E-5,3.050041199E-2,2.085161209E-1
6.798856091E1,-2.580100298E-2,4.321539402E-2,9.875965118E-2
6.799863171E1,-3.753542900E-2,3.127181530E-2,-4.181861877E-3
6.800870251E1,-2.629661560E-2,2.442479134E-2,-5.328273773E-2
6.801877331E1,-3.367364407E-2,1.602232456E-2,-5.676364899E-2
6.802884411E1,-6.262457371E-2,4.230737686E-4,-1.480693817E-1
6.803891491E1,-3.124153614E-2,-1.766300201E-2,-3.310499191E-1
6.804898571E1,9.124732018E-2,-1.368236542E-2,-3.911848068E-1
6.805908703E1,1.927724481E-1,-2.152919769E-3,-1.364412308E-1
6.806915783E1,1.779224277E-1,-1.351583004E-2,1.994657516E-1
6.807922863E1,6.081807613E-2,-4.800200462E-2,3.697700500E-1
6.808929943E1,-7.384115458E-2,-9.846687317E-2,2.402439117E-1
6.809937023E1,-1.545801163E-1,-1.267699003E-1,9.336471558E-3
6.810944103E1,-1.124672890E-1,-1.143058538E-1,-1.683273315E-1
6.811951184E1,7.364869118E-3,-6.544840336E-2,-1.777620316E-1
6.812961315E1,1.130179167E-1,1.618266106E-3,-5.121231079E-3
6.813968395E1,1.223462820E-1,4.923987389E-2,1.861829758E-1
6.814975476E1,1.948446035E-2,5.795550346E-2,2.566814423E-1
6.815982556E1,-1.190299392E-1,5.524337292E-2,1.681308746E-1
6.816989636E1,-1.725842953E-1,4.327893257E-2,7.761955261E-3
6.817996716E1,-1.327406764E-1,5.273962021E-2,-9.083366394E-2
6.819003796E1,-4.365330935E-2,6.313407421E-2,-2.452001572E-1
6.820013928E1,4.666143656E-2,4.148447514E-2,-2.606067657E-1
6.821021008E1,1.031851172E-1,1.299858093E-2,-1.792945862E-1
6.822028088E1,9.603661299E-2,-3.827488422E-2,-5.217456818E-2
6.823035168E1,6.122410297E-2,-8.316481113E-2,1.226110458E-1
6.824042248E1,1.280635595E-2,-1.044058800E-1,2.618207932E-1
6.825049328E1,-1.378530264E-2,-1.217490435E-1,3.306255341E-1
6.826056408E1,-1.652371883E-2,-9.525322914E-2,2.947387695E-1
6.827066540E1,-1.943838596E-2,-5.722570419E-2,2.044687271E-1
6.828073620E1,1.336210966E-2,-1.801085472E-2,9.422302246E-3
6.829080700E1,2.704012394E-2,-7.325172424E-3,-5.607032776E-2
6.830087780E1,3.627347946E-2,-1.665031910E-2,-1.065797806E-1
6.831094860E1,3.382766247E-2,-2.172422409E-2,-1.110696793E-1
6.832101940E1,5.379527807E-2,-2.045941353E-2,-9.927558899E-2
6.833109020E1,5.909878016E-2,-1.345956326E-2,-8.777618408E-2
6.834119152E1,5.106639862E-2,-6.651401520E-3,5.616760254E-2
6.835126232E1,1.883834600E-2,6.019592285E-3,1.977272034E-1
6.836133312E1,-3.373193741E-2,-1.659631729E-2,1.622152328E-1
6.837140393E1,-4.917079210E-2,-2.558612823E-2,2.349567413E-2
6.838147473E1,9.434223175E-4,-2.003419399E-2,-9.402942657E-2
6.839154553E1,4.844790697E-2,2.709150314E-3,-1.128854752E-1
6.840161633E1,4.736560583E-2,1.403057575E-2,-1.056289673E-1
6.841171765E1,2.336502075E-5,9.500265121E-3,-1.032066345E-1
6.842178845E1,-4.735243320E-2,1.053810120E-3,-6.066322327E-2
6.843185925E1,-8.034211397E-2,-4.643559456E-3,6.389617920E-5
6.844193005E1,-9.177684784E-2,6.069302559E-3,5.276775360E-2
6.845200085E1,-3.523802757E-2,2.308285236E-2,1.000080109E-1
6.846207165E1,1.056987047E-2,2.218496799E-2,1.254062653E-1
6.847214245E1,4.139739275E-2,3.916847706E-2,1.127367020E-1
6.848224377E1,5.086624622E-2,1.729869843E-2,6.020355225E-2
6.849231457E1,4.193860292E-2,5.168080330E-3,-9.307861328E-4
6.850238537E1,3.581219912E-2,-2.060103416E-2,-2.794647217E-2
6.851245617E1,2.985298634E-2,-4.318225384E-2,-1.448059082E-2
6.852252697E1,1.452171803E-2,-5.609762669E-2,8.182525635E-3
6.853259777E1,-2.803325653E-3,-6.888127327E-2,6.873130798E-3
6.854266857E1,-1.039439440E-2,-7.007920742E-2,-3.762245178E-3
6.855276989E1,-3.407895565E-3,-5.974328518E-2,4.792213440E-3
6.856284069E1,1.540845633E-2,-4.500770569E-2,2.981185913E-2
6.857291149E1,9.847819805E-3,-2.168071270E-2,6.392478943E-2
6.858298229E1,-7.636189461E-3,-3.999471664E-3,5.730724335E-2
6.859305310E1,-3.541231155E-3,-9.330511093E-4,1.066780090E-2
6.860312390E1,-1.673161983E-3,7.528305054E-3,-4.714202881E-2
6.861319470E1,-4.041433334E-3,-6.217956543E-3,-1.042146683E-1
6.862329602E1,3.561079502E-3,-1.315903664E-2,-1.442165375E-1
6.863336682E1,1.891434193E-3,-2.512669563E-2,-1.460628510E-1
6.864343762E1,-1.157361269E-2,-1.874876022E-2,-1.151285172E-1
6.865350842E1,-2.676600218E-2,-3.264522552E-2,-5.414867401E-2
6.866357922E1,-2.515643835E-2,-1.804232597E-2,5.077552795E-2
6.867365002E1,4.731476307E-3,6.831407547E-3,1.683292389E-1
6.868372082E1,1.289230585E-2,2.140498161E-2,2.417201996E-1
6.869382214E1,6.431341171E-3,3.048479557E-2,1.939229965E-1
6.870389294E1,-3.350919485E-2,2.088212967E-2,7.414817810E-2
6.871396374E1,-4.713416100E-2,1.589632034E-2,-2.931308746E-2
6.872403454E1,-2.373671532E-2,2.796113491E-2,-6.952095032E-2
6.873410534E1,-2.431607246E-2,2.653479576E-2,-5.005168915E-2
6.874417614E1,-4.759407043E-2,1.732444763E-2,-1.187028885E-1
6.875424694E1,-4.491913319E-2,-9.174227715E-3,-2.792272568E-1
6.876431774E1,7.383161783E-2,-1.124441624E-2,-3.529767990E-1
6.877441906E1,2.183204293E-1,8.589267731E-3,-1.330413818E-1
6.878448986E1,2.127264142E-1,1.435577869E-2,2.490835190E-1
6.879456066E1,7.483029366E-2,-1.835298538E-2,4.485492706E-1
6.880463146E1,-1.001124978E-1,-7.677662373E-2,2.817506790E-1
6.881470227E1,-1.828629375E-1,-1.096539497E-1,-5.203723907E-2
6.882477306E1,-1.301024556E-1,-9.507358074E-2,-3.098821640E-1
6.883484387E1,1.739776134E-2,-4.663789272E-2,-3.586034775E-1
6.884494518E1,1.414804459E-1,7.969260216E-3,-1.564102173E-1
6.885501599E1,1.427549720E-1,4.238927364E-2,1.252498627E-1
6.886508679E1,4.888159037E-2,4.794371128E-2,3.034334183E-1
6.887515759E1,-9.966659546E-2,4.715716839E-2,2.943582535E-1
6.888522839E1,-1.807151437E-1,5.743026733E-2,1.349458694E-1
6.889529919E1,-1.537126899E-1,7.593739033E-2,-3.147792816E-2
6.890536999E1,-5.732661486E-2,8.996558189E-2,-1.358709335E-1
6.891547131E1,3.174906969E-2,8.058798313E-2,-1.808481216E-1
6.892554211E1,8.499765396E-2,4.435324669E-2,-1.496114731E-1
6.893561291E1,8.365827799E-2,-8.283615112E-3,-5.403137207E-2
6.894568371E1,5.665308237E-2,-5.981540680E-2,6.305122375E-2
6.895575451E1,3.554046154E-3,-8.717918396E-2,1.659278870E-1
6.896582531E1,-8.670866489E-3,-9.300184250E-2,2.068614960E-1
6.897589611E1,-2.070450783E-2,-6.251633167E-2,1.668214798E-1
6.898599743E1,-1.813757420E-2,-3.324723244E-2,8.884429932E-2
6.899606823E1,-1.077413559E-2,-1.134109497E-2,3.500843048E-2
6.900613903E1,1.088434458E-2,5.929827690E-3,5.160331726E-3
6.901620983E1,2.792829275E-2,1.173853874E-2,-1.994419098E-2
6.902628063E1,4.931378365E-2,-1.063585281E-3,-2.566146851E-2
6.903635144E1,4.744297266E-2,-5.937933922E-3,-3.623580933E-2
6.904642224E1,6.009274721E-2,-5.450010300E-3,-6.093692780E-2
6.905652355E1,6.922179461E-2,-4.577755928E-3,-5.193614960E-2
6.906659436E1,4.648655653E-2,1.994979382E-2,1.011476517E-1
6.907666516E1,-6.337940693E-3,5.433082581E-3,1.758966446E-1
6.908673596E1,-5.251371861E-2,-7.409334183E-3,1.100988388E-1
6.909680676E1,-3.988790512E-2,-3.557443619E-3,-1.368141174E-2
6.910687756E1,4.715025425E-3,8.779764175E-4,-1.285343170E-1
6.911694836E1,3.911262751E-2,1.609218121E-2,-1.873321533E-1
6.912704968E1,4.095828533E-2,2.071321011E-2,-1.578712463E-1
6.913712048E1,1.401901245E-3,1.691353321E-2,-8.891105652E-2
6.914719128E1,-4.278647900E-2,6.554365158E-3,-1.643180847E-2
6.915726208E1,-7.745665312E-2,-3.824830055E-3,4.547691345E-2
6.916733288E1,-6.720030308E-2,1.601672173E-2,9.710597992E-2
6.917740368E1,-4.123938084E-2,2.985060215E-2,8.654308319E-2
6.918747448E1,-2.011358738E-3,5.231714249E-2,8.384990692E-2
6.919757580E1,2.685064077E-2,4.080867767E-2,8.801078796E-2
6.920764660E1,4.370254278E-2,2.941620350E-2,5.905723572E-2
6.921771740E1,5.380475521E-2,1.376450062E-2,2.104187012E-2
6.922778820E1,5.704289675E-2,-6.207942963E-3,1.664447784E-2
6.923785900E1,4.142248631E-2,-2.821826935E-2,1.710319519E-2
6.924792980E1,1.185178757E-2,-4.787480831E-2,-8.455276489E-3
6.925800060E1,-1.244634390E-2,-5.082309246E-2,-4.532241821E-2
6.926810192E1,-3.150010109E-2,-5.852150917E-2,-7.206153870E-2
6.927817272E1,-2.621185780E-2,-5.415356159E-2,-8.333206177E-3
6.928824352E1,-2.151072025E-3,-3.129100800E-2,4.929924011E-2
6.929831432E1,-4.977762699E-3,-2.821433544E-2,6.604385376E-2
6.930838513E1,-3.315985203E-3,-6.752967834E-3,3.527927399E-2
6.931845593E1,-1.119649410E-2,2.482295036E-3,-1.854133606E-2
6.932852673E1,-4.622161388E-3,-6.562948227E-3,-5.979347229E-2
6.933862805E1,4.776895046E-3,-1.192712784E-2,-6.045913696E-2
6.934869885E1,1.697170734E-2,-6.565332413E-3,-4.724407196E-2
6.935876965E1,1.754081249E-2,-7.309913635E-4,1.008987427E-3
6.936884045E1,8.745431900E-3,2.708673477E-3,3.465652466E-3
6.937891125E1,-2.111333609E-2,-5.624055862E-3,-2.245712280E-2
6.938898205E1,-5.978327990E-2,9.038448334E-4,-5.746459961E-2
6.939905285E1,-4.111194611E-2,3.255844116E-3,-4.714298248E-2
6.940912365E1,-3.826737404E-3,1.558756828E-2,1.492977142E-2
6.941922497E1,4.016488791E-2,2.473807335E-2,1.019916534E-1
6.942929577E1,6.472259760E-2,3.709244728E-2,1.405382156E-1
6.943936657E1,2.026754618E-2,1.681494713E-2,9.140110016E-2
6.944943737E1,-2.604937553E-2,1.004004478E-2,1.976013184E-2
6.945950817E1,-4.584318399E-2,1.260900497E-2,-4.119300842E-2
6.946957897E1,-4.076176882E-2,1.078939438E-2,-4.430961609E-2
6.947964977E1,-4.106253386E-2,9.493112564E-3,-1.896858215E-2
6.948975109E1,-7.108050585E-2,-4.630088806E-3,-8.410835266E-2
6.949982189E1,-5.531871319E-2,-8.229255676E-3,-2.247447968E-1
6.950989269E1,7.629799843E-2,6.720304489E-3,-2.859916687E-1
6.951996350E1,2.015166879E-1,1.881575584E-2,-9.380531311E-2
6.953003430E1,2.045666575E-1,1.237654686E-2,2.399587631E-1
6.954010510E1,6.407755613E-2,-2.216982841E-2,3.894100189E-1
6.955017590E1,-1.048444510E-1,-7.177972794E-2,1.873521805E-1
6.956027722E1,-1.831750870E-1,-1.022388935E-1,-1.150941849E-1
6.957034802E1,-1.119958162E-1,-1.107633114E-1,-3.470582962E-1
6.958041882E1,3.818392754E-2,-6.365489960E-2,-3.561820984E-1
6.959048962E1,1.303876042E-1,-8.482694626E-3,-1.243019104E-1
6.960056042E1,1.211493611E-1,3.054380417E-2,1.700944901E-1
6.961063122E1,1.093202829E-2,4.031348228E-2,3.277711868E-1
6.962070202E1,-1.070324779E-1,3.795695305E-2,2.919597626E-1
6.963080334E1,-1.705956459E-1,5.777215958E-2,1.435804367E-1
6.964087414E1,-1.338505149E-1,8.743548393E-2,-2.130413055E-2
6.965094494E1,-3.885787725E-2,9.507703781E-2,-1.317977905E-1
6.966101574E1,5.938315392E-2,9.074091911E-2,-1.605310440E-1
6.967108654E1,9.484589100E-2,4.058670998E-2,-1.276702881E-1
6.968115734E1,8.305865526E-2,-3.795623779E-3,-4.111480713E-2
6.969122814E1,5.304181576E-2,-4.843974113E-2,6.542587280E-2
6.970132946E1,1.657480001E-2,-7.773613930E-2,1.327047348E-1
6.971140026E1,-1.683187485E-2,-8.447313309E-2,1.471796036E-1
6.972147106E1,-2.377676964E-2,-5.778503418E-2,1.090354919E-1
6.973154186E1,-2.812927961E-2,-4.368233681E-2,5.914688110E-2
6.974161266E1,-2.279734612E-2,-2.244853973E-2,3.087902069E-2
