"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.937435401E1,-1.069605350E-2,2.457068861E-2,-6.115913391E-2
2.938445533E1,-2.105355263E-3,2.121856809E-2,-5.925369263E-2
2.939452613E1,1.692795753E-2,-2.653200924E-2,1.412487030E-2
2.940459693E1,2.917969227E-2,-3.109581769E-2,5.089664459E-2
2.941466773E1,5.991625786E-2,-2.555675805E-2,1.510238647E-2
2.942473853E1,3.086900711E-2,-1.644247770E-2,-3.518295288E-2
2.943480933E1,1.238262653E-2,1.108069718E-2,-1.272754669E-1
2.944488013E1,2.061724663E-2,1.779855788E-2,-1.130790710E-1
2.945498145E1,7.070541382E-3,1.090495288E-2,-5.420494080E-2
2.946505225E1,4.028081894E-4,4.057288170E-2,-4.517936707E-2
2.947512305E1,5.673885345E-3,3.389537334E-2,-3.124332428E-2
2.948519385E1,4.376053810E-3,1.425834000E-2,-2.189159393E-2
2.949526465E1,1.339769363E-2,1.124395430E-2,-8.577632904E-2
2.950533545E1,5.450010300E-3,2.198918164E-2,-1.106643677E-1
2.951540626E1,-2.278685570E-3,1.537814736E-3,-7.844352722E-2
2.952550757E1,-2.625513077E-2,-1.327462494E-2,1.030721664E-1
2.953557837E1,1.442778111E-2,-1.208543777E-3,2.394580841E-1
2.954564918E1,-5.476105213E-2,7.996903360E-2,-1.873207092E-1
2.955571998E1,-1.967918873E-2,4.883378744E-3,3.190517426E-2
2.956579078E1,2.597808838E-3,-3.579184413E-2,4.945373535E-2
2.957586158E1,3.044676781E-2,2.893322706E-2,-2.239923477E-1
2.958593238E1,-2.871274948E-3,3.951297700E-2,-1.269903183E-1
2.959603370E1,-2.598190308E-2,1.114289463E-2,-2.142238617E-2
2.960610450E1,1.700758934E-3,-8.662030101E-3,2.644443512E-2
2.961617530E1,1.466166973E-2,-8.296072483E-3,6.778717041E-3
2.962624610E1,1.217806339E-2,1.196485758E-2,-5.478858948E-3
2.963631690E1,1.014482975E-2,2.270293236E-2,-3.440093994E-2
2.964638770E1,1.927006245E-2,3.002077341E-3,-2.470684052E-2
2.965645850E1,1.621150970E-2,-4.089698195E-3,-2.946090698E-2
2.966652930E1,2.327477932E-2,1.055613160E-3,-3.640651703E-2
2.967663062E1,2.835786343E-2,-5.930021405E-3,-3.874492645E-2
2.968670142E1,1.709151268E-2,1.522117853E-2,-6.234073639E-2
2.969677222E1,2.943325043E-2,7.855519652E-3,-2.866935730E-2
2.970684302E1,3.140997887E-2,1.001803577E-2,1.622962952E-2
2.971691382E1,1.854014397E-2,-2.216741443E-3,-8.945465088E-4
2.972698462E1,1.074719429E-2,4.759863019E-3,-1.298999786E-2
2.973705542E1,7.590055466E-4,2.108561993E-2,-3.202342987E-2
2.974715674E1,-1.494646072E-3,2.841793001E-2,-2.473926544E-2
2.975722754E1,3.867387772E-3,3.174920380E-2,-6.742191315E-2
2.976729834E1,3.656148911E-3,4.018570483E-2,-6.413078308E-2
2.977736914E1,-1.513683796E-2,2.307872474E-2,-1.842308044E-2
2.978743995E1,-9.536862373E-3,4.645571113E-3,-6.589126587E-2
2.979751075E1,8.199930191E-3,-1.553307474E-2,-2.474975586E-2
2.980758155E1,1.113545895E-2,2.443057299E-2,4.449176788E-2
2.981768287E1,1.114559174E-2,1.441612840E-2,5.974960327E-2
2.982775367E1,9.326934814E-3,2.706724405E-2,3.001117706E-2
2.983782447E1,1.103258133E-2,5.048596859E-2,-6.320381165E-2
2.984789527E1,2.035915852E-2,6.070797145E-2,-1.196670532E-1
2.985796607E1,5.044937134E-4,7.965673506E-2,-7.312583923E-2
2.986803687E1,-1.827073097E-2,9.934028983E-2,-8.421897888E-3
2.987810767E1,-3.653037548E-2,9.505766630E-2,-5.784034729E-3
2.988820899E1,-1.278424263E-2,1.252689958E-2,-2.196502686E-2
2.989827979E1,5.391955376E-3,-5.332136154E-2,-2.598476410E-2
2.990835059E1,1.149654388E-2,-9.037882090E-2,-2.769184113E-2
2.991842139E1,2.769601345E-2,-1.373264492E-1,1.313495636E-2
2.992849219E1,2.808809280E-2,-1.048084199E-1,5.793476105E-2
2.993856299E1,9.970068932E-3,1.485913992E-3,3.358364105E-2
2.994863379E1,4.738807678E-3,3.366321325E-3,6.875896454E-2
2.995873511E1,2.841341496E-2,4.226556420E-2,4.616832733E-2
2.996880591E1,2.723324299E-2,6.236025691E-2,-1.860618591E-2
2.997887671E1,4.812598228E-3,9.496170282E-2,-7.985782623E-2
2.998894751E1,2.948760986E-3,8.865067363E-2,-9.209060669E-2
2.999901832E1,1.148962975E-2,1.449128985E-2,-3.520870209E-2
3.000908912E1,5.317330360E-3,-2.485987544E-2,-2.885150909E-2
3.001915992E1,8.581161499E-3,-3.079330921E-2,2.018737793E-2
3.002923072E1,-4.105567932E-3,2.368217707E-2,-3.812026978E-2
3.003933204E1,-3.796219826E-3,1.179665327E-2,-1.228237152E-2
3.004940284E1,5.528092384E-3,-3.011548519E-2,6.738090515E-2
3.005947364E1,9.898304939E-3,1.278364658E-2,3.228569031E-2
3.006954444E1,1.697278023E-2,5.363297462E-2,-4.081726074E-3
3.007961524E1,3.789424896E-3,4.892724752E-2,2.922248840E-2
3.008968604E1,1.070117950E-2,5.882662535E-2,3.836917877E-2
3.009975684E1,1.101553440E-2,4.993456602E-2,-3.506374359E-2
3.010985816E1,8.248090744E-3,5.076199770E-2,-2.403736115E-2
3.011992896E1,-5.385756493E-3,2.745503187E-2,1.059246063E-2
3.012999976E1,3.355860710E-3,-6.138861179E-3,6.605625153E-2
3.014007056E1,-1.521468163E-3,-1.049989462E-2,5.685234070E-2
3.015014136E1,7.545471191E-3,-1.931482553E-2,5.516624451E-2
3.016021216E1,7.979035378E-3,3.447449207E-2,-4.577255249E-2
3.017028296E1,-4.679441452E-3,1.038502455E-1,-7.842350006E-2
3.018038428E1,3.479480743E-3,7.573390007E-2,-1.110582352E-1
3.019045508E1,8.096575737E-3,3.890752792E-3,-3.303337097E-2
3.020052588E1,2.295029163E-2,-9.265756607E-2,4.275894165E-2
3.021059668E1,1.989805698E-2,-5.894744396E-2,6.359577179E-2
3.022066749E1,-6.419897079E-3,2.895033360E-2,7.768154144E-2
3.023073829E1,-3.420948982E-3,3.209269047E-2,8.018016815E-2
3.024080909E1,-1.682150364E-2,5.039119720E-2,2.336597443E-2
3.025091041E1,2.641320229E-3,3.615868092E-2,1.269149780E-2
3.026098121E1,1.372456551E-2,-4.017829895E-3,5.032539368E-3
3.027105201E1,8.421421051E-3,-7.554888725E-3,5.275917053E-2
3.028112281E1,-5.023956299E-3,3.866577148E-2,-5.969333649E-2
3.029119361E1,-5.222439766E-3,1.136306524E-1,-9.284877777E-2
3.030126441E1,-2.646315098E-2,9.773051739E-2,-7.310104370E-2
3.031133521E1,-1.334571838E-2,-2.049493790E-2,1.844501495E-2
3.032143653E1,-2.200603485E-4,-6.168556213E-2,7.853603363E-2
3.033150733E1,6.201982498E-3,-6.284725666E-2,4.008769989E-2
3.034157813E1,-4.076957703E-3,2.050638199E-3,3.658294678E-3
3.035164893E1,9.163022041E-3,8.804559708E-3,-1.869773865E-2
3.036171973E1,2.740824223E-2,-4.377675056E-2,-6.694793701E-4
3.037179053E1,1.968514919E-2,-1.074435711E-1,6.007575989E-2
3.038186133E1,-3.998041153E-3,-4.896473885E-2,7.473564148E-2
3.039196265E1,1.725316048E-3,-3.642320633E-2,2.186679840E-2
3.040203345E1,7.561445236E-3,-7.545232773E-3,-3.861141205E-2
3.041210425E1,-1.889538765E-2,4.367232323E-2,-4.401779175E-2
3.042217505E1,3.485798836E-3,4.705834389E-2,-2.280139923E-2
3.043224585E1,1.344501972E-2,9.182453156E-3,3.958606720E-2
3.044231666E1,3.171133995E-2,-1.948666573E-2,6.154823303E-2
3.045238746E1,5.845105648E-2,-9.529209137E-2,7.154750824E-2
3.046245826E1,4.513072968E-2,-1.527919769E-1,3.348922729E-2
3.047255958E1,1.578330994E-2,-1.087408066E-1,6.686019897E-2
3.048263038E1,-1.795840263E-2,3.405761719E-2,2.335262299E-2
3.049270118E1,-1.800894737E-2,6.121850014E-2,-8.184432983E-3
3.050277198E1,-1.548933983E-2,-3.240942955E-2,2.700805664E-2
3.051284278E1,-2.451729774E-2,1.814293861E-2,5.683040619E-2
3.052291358E1,-2.027404308E-2,5.579829216E-2,-2.093791962E-2
3.053298438E1,-2.004384995E-3,2.418088913E-2,-4.777145386E-2
3.054308570E1,3.137362003E-2,1.000356674E-2,-1.909637451E-2
3.055315650E1,3.717243671E-2,-3.719806671E-2,-2.562522888E-3
3.056322730E1,1.281690598E-2,-5.105781555E-2,-2.894973755E-2
3.057329810E1,-4.451394081E-3,-6.577324867E-2,2.262496948E-2
3.058336890E1,-2.187490463E-3,-6.268000603E-2,2.117919922E-2
3.059343970E1,7.998108864E-3,-1.249105930E-1,4.520034790E-2
3.060351050E1,-4.846930504E-3,-5.542182922E-2,2.315235138E-2
3.061361182E1,-1.536345482E-2,3.690958023E-2,6.052017212E-3
3.062368262E1,-6.931543350E-3,3.866052628E-2,7.605552673E-3
3.063375342E1,1.075625420E-2,3.492116928E-3,-3.064155579E-3
3.064382422E1,8.092522621E-3,2.801179886E-3,-1.856517792E-2
3.065389502E1,4.321098328E-3,-1.292085648E-2,-1.968669891E-2
3.066396583E1,1.391947269E-2,-2.384448051E-2,-1.115989685E-2
3.067403663E1,1.130604744E-2,-5.613470078E-2,2.559471130E-2
3.068413794E1,1.418924332E-2,-8.144164085E-2,6.371974945E-2
3.069420874E1,1.028418541E-3,-6.232333183E-2,8.185863495E-2
3.070427955E1,1.012969017E-2,-3.257870674E-2,5.452442169E-2
3.071435035E1,1.892650127E-2,-7.226204872E-2,5.596733093E-2
3.072442115E1,-8.204936981E-3,-4.107666016E-2,2.867984772E-2
3.073449195E1,-3.044426441E-2,3.547906876E-2,4.635238647E-2
3.074456275E1,-8.807659149E-3,4.348182678E-2,-4.224777222E-4
3.075466407E1,2.391815186E-2,-2.744007111E-2,5.467414856E-3
3.076473487E1,1.789426804E-2,-3.143715858E-2,1.333999634E-2
3.077480567E1,3.535985947E-2,-2.565622330E-2,4.699707031E-3
3.078487647E1,2.173674107E-2,-2.166008949E-2,-1.532649994E-2
3.079494727E1,1.736044884E-2,-1.747798920E-2,3.042221069E-3
3.080501807E1,1.551628113E-2,-6.811499596E-2,4.687213898E-2
3.081508887E1,1.641798019E-2,-6.458497047E-2,3.752040863E-2
3.082519019E1,1.321303844E-2,-4.995012283E-2,4.458808899E-2
3.083526099E1,-7.703304291E-4,-2.391743660E-2,8.698463440E-3
3.084533179E1,-1.229000092E-2,-3.201174736E-2,-2.662658691E-2
3.085540259E1,4.790663719E-3,-3.594899178E-2,2.000808716E-3
3.086547339E1,2.739429474E-3,-3.184485435E-2,-2.678394318E-2
3.087554419E1,-4.383802414E-3,-1.913928986E-2,3.697395325E-3
3.088561500E1,-1.138901711E-2,2.099990845E-3,5.195617676E-3
3.089568580E1,-9.036898613E-3,-1.754403114E-2,3.260517120E-2
3.090578711E1,-1.137185097E-2,-1.835799217E-2,4.980945587E-2
3.091585792E1,-2.028822899E-3,-1.317095757E-2,2.161598206E-2
3.092592872E1,-4.701018333E-3,-2.162528038E-2,5.197525024E-3
3.093599952E1,-2.684235573E-3,-4.787445068E-4,5.164146423E-3
3.094607032E1,1.436948776E-3,-2.091860771E-2,-1.407146454E-2
3.095614112E1,7.852792740E-3,-2.535009384E-2,-4.826545715E-3
3.096621192E1,7.162690163E-3,-2.556991577E-2,1.119327545E-2
3.097631324E1,9.515166283E-3,-2.871251106E-2,2.994537354E-3
3.098638404E1,1.595270634E-2,-4.876828194E-2,1.149082184E-2
3.099645484E1,1.773869991E-2,-3.370785713E-2,5.349159241E-3
3.100652564E1,2.014732361E-2,-1.269006729E-2,-2.228450775E-2
3.101659644E1,8.393526077E-3,-1.671576500E-2,-1.651763916E-2
3.102666724E1,1.262450218E-2,-1.517581940E-2,-1.133728027E-2
3.103673804E1,2.516031265E-3,4.008293152E-3,-3.721141815E-2
3.104683936E1,-3.211021423E-3,-1.511931419E-2,-1.288986206E-2
3.105691016E1,7.335186005E-3,-2.414464951E-2,1.581192017E-2
3.106698096E1,8.074998856E-3,-3.999876976E-2,1.814651489E-2
3.107705176E1,1.327133179E-2,-4.384541512E-2,2.989292145E-2
3.108712256E1,1.383543015E-2,-3.605675697E-2,2.502536774E-2
3.109719336E1,2.001059055E-2,-4.114055634E-2,3.152751923E-2
3.110726417E1,2.234780788E-2,-2.640438080E-2,1.846313477E-3
3.111736548E1,1.259803772E-2,-2.068138123E-2,-2.044105530E-2
3.112743628E1,2.396106720E-4,-2.080011368E-2,-2.614116669E-2
3.113750709E1,1.533210278E-2,-1.172971725E-2,-1.496315002E-2
3.114757789E1,1.573312283E-2,-1.885986328E-2,-1.372337341E-3
3.115764869E1,1.173675060E-2,-6.451368332E-3,-2.129554749E-3
3.116771949E1,5.784869194E-3,-4.208731651E-2,1.840305328E-2
3.117779029E1,-1.413667202E-2,-1.488971710E-2,-4.632949829E-3
3.118786109E1,-2.534365654E-2,1.931738853E-2,-1.074695587E-2
3.119796241E1,-1.966714859E-3,6.918668747E-3,-3.404617310E-4
3.120803321E1,1.382100582E-2,-1.552534103E-2,-9.204864502E-3
3.121810401E1,1.742804050E-2,-6.607055664E-3,-5.790710449E-3
3.122817481E1,2.610731125E-2,-2.297830582E-2,-6.995201111E-3
3.123824561E1,2.793538570E-2,-8.890366554E-2,8.348464966E-3
3.124831641E1,1.426076889E-2,-7.142663002E-2,-1.694011688E-2
3.125838721E1,-3.915786743E-3,-4.075264931E-2,-1.583194733E-2
3.126848853E1,9.134888649E-3,-6.124258041E-2,1.478195190E-3
3.127855933E1,-6.079912186E-3,-2.794623375E-2,4.933452606E-2
3.128863013E1,7.340550423E-3,-3.276586533E-3,1.102447510E-2
3.129870093E1,6.487846375E-3,-1.535630226E-2,-1.027965546E-2
3.130877173E1,3.146052361E-3,-3.088140488E-2,-2.443599701E-2
3.131884253E1,6.678700447E-3,-1.269817352E-2,-5.041503906E-2
3.132891334E1,2.593278885E-3,1.562333107E-2,-4.990577698E-2
3.133901465E1,-1.789331436E-3,3.616023064E-2,-3.038024902E-2
3.134908545E1,-1.055276394E-2,1.461482048E-2,-8.618354797E-3
3.135915626E1,6.225824356E-3,-5.294656754E-2,3.471183777E-2
3.136922706E1,1.338410378E-2,-6.915414333E-2,7.247638702E-2
3.137929786E1,2.096092701E-2,-4.720437527E-2,5.779457092E-2
3.138936866E1,1.761043072E-2,-3.251266479E-2,3.149795532E-2
3.139943946E1,1.243281364E-2,5.731463432E-3,-1.085567474E-2
3.140954078E1,1.190090179E-2,3.876554966E-2,-5.694293976E-2
3.141961158E1,1.346707344E-2,2.757108212E-2,-7.699012756E-2
3.142968238E1,1.603055000E-2,-6.703615189E-3,-4.633235931E-2
3.143975318E1,3.720879555E-2,-3.072917461E-2,8.451461792E-3
3.144982398E1,2.782630920E-2,-4.570198059E-2,1.520156860E-2
3.145989478E1,2.379751205E-2,-2.147054672E-2,2.172470093E-2
3.146996558E1,2.039301395E-2,-1.034712791E-2,-3.001213074E-3
3.148006690E1,1.259589195E-2,-9.323358536E-3,-2.291297913E-2
3.149013770E1,9.710311890E-3,-7.642984390E-3,-1.924514771E-3
3.150020850E1,1.592814922E-2,-3.113389015E-2,7.442474365E-3
3.151027930E1,1.550519466E-2,-2.539300919E-2,2.530097961E-3
3.152035010E1,1.341581345E-3,-1.718449593E-2,-9.490013123E-3
3.153042090E1,-7.232427597E-4,1.491308212E-4,-2.861118317E-2
3.154049170E1,-3.445148468E-3,-1.674878597E-2,2.145767212E-4
3.155059302E1,-8.467555046E-3,-1.824128628E-2,-9.353637695E-3
3.156066382E1,5.345106125E-3,-4.360079765E-3,-3.559970856E-2
3.157073462E1,-5.351066589E-3,3.000020981E-3,-3.308963776E-2
3.158080542E1,-6.757497787E-3,2.998769283E-2,-3.301620483E-2
3.159087623E1,-1.049375534E-2,4.137802124E-2,-4.964447021E-2
3.160094703E1,7.364273071E-3,2.153944969E-2,-5.173683167E-2
3.161101783E1,2.557027340E-2,6.987929344E-3,-6.083583832E-2
3.162108863E1,5.076527596E-3,-2.814745903E-2,-2.650260925E-3
3.163118995E1,2.815306187E-2,-3.599590063E-2,5.314636230E-2
3.164126075E1,1.140427589E-2,-3.100085258E-2,-1.014709473E-3
3.165133155E1,1.085066795E-2,-5.180430412E-2,-3.559684753E-2
3.166140235E1,1.769733429E-2,-4.116404057E-2,-3.172111511E-2
3.167147315E1,1.252901554E-2,-1.793503761E-3,-5.400753021E-2
3.168154395E1,6.719470024E-3,1.399409771E-2,-4.485893250E-2
3.169161475E1,1.733028889E-2,1.316523552E-2,-4.507732391E-2
3.170171607E1,8.657217026E-3,-1.225250959E-2,-6.971359253E-3
3.171178687E1,2.404892445E-2,-2.177059650E-2,2.425193787E-3
3.172185767E1,2.487015724E-2,9.195148945E-3,-1.910495758E-2
3.173192847E1,2.800631523E-2,-2.060830593E-3,-3.076744080E-2
3.174199927E1,3.104698658E-2,-2.025365829E-4,-3.263854980E-2
3.175207007E1,1.759183407E-2,-1.556456089E-3,-1.759147644E-2
3.176214087E1,9.358406067E-3,-1.337486506E-2,2.146530151E-2
3.177224219E1,3.976464272E-3,-1.494273543E-2,2.461814880E-2
3.178231299E1,6.096839905E-3,1.576542854E-2,-4.856491089E-2
3.179238379E1,5.429863930E-3,5.367368460E-3,-2.333068848E-2
3.180245459E1,9.665369987E-3,1.421928406E-3,-1.476478577E-2
3.181252540E1,7.344365120E-3,1.078850031E-2,-3.249454498E-2
3.182259620E1,2.742183208E-2,1.251363754E-2,-3.821468353E-2
3.183266700E1,2.332293987E-2,8.394303918E-2,-9.425830841E-2
3.184276832E1,9.561896324E-3,8.785942197E-2,-1.307592392E-1
3.185283912E1,5.585193634E-3,3.683799505E-2,-3.520011902E-2
3.186290992E1,1.449823380E-3,1.079541445E-2,2.198600769E-2
3.187298072E1,4.243135452E-3,1.574441791E-2,7.465362549E-3
3.188305152E1,4.118800163E-3,1.550439000E-2,2.418708801E-2
3.189312232E1,1.088702679E-2,8.785337210E-3,1.452922821E-2
3.190319312E1,1.038193703E-2,4.394114017E-3,-9.266853333E-3
3.191329444E1,5.284309387E-3,1.173526049E-2,-6.113052368E-2
3.192336524E1,1.253151894E-2,2.152079344E-2,-7.422733307E-2
3.193343604E1,6.061553955E-3,1.198419929E-2,-6.603908539E-2
3.194350684E1,1.450645924E-2,1.606428623E-2,-3.676605225E-2
3.195357764E1,9.434938431E-3,7.153421640E-3,-2.477455139E-2
3.196364844E1,1.708650589E-2,-4.960596561E-4,-1.557254791E-2
3.197371924E1,3.565549850E-3,2.827703953E-3,-5.378723145E-2
3.198379004E1,8.539557457E-3,1.986518502E-2,-7.955455780E-2
3.199389136E1,8.391261101E-3,2.957874537E-2,-9.032726288E-2
3.200396216E1,6.414651871E-4,3.236386180E-2,-5.857086182E-2
3.201403296E1,6.698131561E-3,4.491740465E-2,3.581047058E-3
3.202410376E1,8.381843567E-3,2.184292674E-2,3.388977051E-2
3.203417456E1,3.231048584E-3,3.179486096E-2,4.440307617E-3
3.204424537E1,1.187312603E-2,1.254726946E-2,-7.793426514E-3
3.205431617E1,2.125358582E-2,1.052898169E-2,-2.939605713E-2
3.206441748E1,2.024352551E-2,2.040573955E-2,-4.821777344E-2
3.207448829E1,3.803503513E-2,2.837137878E-2,-6.186103821E-2
3.208455909E1,3.400671482E-2,3.046293557E-2,-1.083831787E-1
3.209462989E1,2.262151241E-2,3.644683957E-2,-6.169700623E-2
3.210470069E1,6.505489349E-3,-1.814201474E-2,2.998352051E-3
3.211477149E1,2.374410629E-3,-1.962350309E-2,4.537296295E-2
3.212484229E1,1.048851013E-2,-4.856646061E-3,1.714706421E-3
3.213494361E1,1.545393467E-2,-2.098158002E-3,-1.478672028E-2
3.214501441E1,1.856458187E-2,6.179019809E-3,-1.939773560E-2
3.215508521E1,1.450383663E-2,-5.015730858E-3,-3.569698334E-2
3.216515601E1,5.516171455E-3,-1.206538081E-2,-5.420017242E-2
3.217522681E1,2.407908440E-3,1.387280226E-2,-4.366207123E-2
3.218529761E1,1.240718365E-2,-7.855787873E-3,-2.590274811E-2
3.219536841E1,-1.480305195E-2,1.062152237E-1,1.532754898E-1
3.220546973E1,-1.075553894E-2,-3.051632643E-2,-3.081130981E-2
3.221554053E1,2.782487869E-2,-4.883457720E-2,-8.460998535E-2
3.222561133E1,-7.704734802E-3,7.055717707E-2,-2.206315994E-1
3.223568213E1,-1.447367668E-2,7.327112556E-2,-5.604934692E-2
3.224575293E1,-9.655952454E-5,1.812876761E-2,1.011753082E-1
3.225582374E1,1.183640957E-2,-1.905098557E-2,8.323669434E-2
3.226589454E1,1.555752754E-2,2.707256377E-2,4.181861877E-2
3.227599585E1,-1.268863678E-3,1.363937557E-2,-1.342964172E-2
3.228606666E1,1.018393040E-2,1.508483291E-2,-2.220249176E-2
3.229613746E1,7.307887077E-3,6.817206740E-3,-6.676101685E-2
3.230620826E1,1.392066479E-2,7.794886827E-3,-7.021236420E-2
3.231627906E1,1.756548882E-3,6.749957800E-3,-5.011367798E-2
3.232634986E1,5.921363831E-3,8.404806256E-3,-2.091884613E-2
3.233642066E1,4.916429520E-3,3.966718912E-3,1.031398773E-2
3.234652198E1,2.061772346E-2,3.366947174E-3,1.504516602E-2
3.235659278E1,7.570862770E-3,-1.302313805E-2,1.021957397E-2
3.236666358E1,3.934383392E-3,1.941397786E-3,-2.985763550E-2
3.237673438E1,9.823083878E-3,-1.154348254E-2,-1.486968994E-2
3.238680518E1,1.536548138E-2,-1.327966154E-2,-4.830360413E-3
3.239687598E1,6.483793259E-3,-5.862474442E-3,-1.383399963E-2
3.240694678E1,4.557609558E-3,1.133823395E-2,-3.931808472E-2
3.241701758E1,1.097798347E-3,2.902917564E-2,-3.549385071E-2
3.242711890E1,-5.283355713E-3,1.654595137E-2,2.018737793E-2
3.243718970E1,-6.223917007E-4,1.131027937E-2,2.741241455E-2
3.244726050E1,5.248427391E-3,2.720880508E-2,-8.296966553E-3
3.245733130E1,8.901596069E-3,4.294732213E-2,-3.611660004E-2
3.246740210E1,1.165151596E-2,1.645183563E-2,-2.797031403E-2
3.247747290E1,1.633739471E-2,-1.846146584E-2,6.293296814E-3
3.248754371E1,1.264345646E-2,-1.240831614E-2,1.122856140E-2
3.249764502E1,1.620566845E-2,5.601853132E-3,4.301071167E-3
3.250771583E1,1.130342484E-3,2.087661624E-2,1.156520844E-2
3.251778663E1,2.661585808E-3,3.600081801E-2,-1.193237305E-2
3.252785743E1,3.520846367E-3,1.316648722E-2,-2.074813843E-2
3.253792823E1,-1.727938652E-2,1.967072487E-2,-6.014633179E-2
3.254799903E1,-3.155946732E-3,2.511802316E-2,-3.707790375E-2
3.255806983E1,1.406192780E-3,1.235306263E-4,-5.696201324E-2
3.256817115E1,2.260088921E-2,-6.294345856E-2,2.771568298E-2
3.257824195E1,3.174221516E-2,-3.040665388E-2,1.836490631E-2
3.258831275E1,1.603591442E-2,2.703604102E-2,-1.193428040E-2
3.259838355E1,2.729535103E-3,3.795552254E-2,-2.009487152E-2
3.260845435E1,6.016612053E-3,3.341031075E-2,2.877426147E-2
3.261852515E1,1.374936104E-2,-1.152047515E-2,5.817031860E-2
3.262859595E1,1.051104069E-2,-3.053915501E-2,7.279586792E-2
3.263866675E1,8.019447327E-3,5.792915821E-3,6.949424744E-3
3.264876807E1,-1.223587990E-2,3.869783878E-2,-6.450462341E-2
3.265883887E1,-2.216660976E-2,8.184880018E-2,-6.110095978E-2
3.266890967E1,-4.836201668E-3,1.167321205E-1,-6.936454773E-2
3.267898047E1,3.860712051E-3,8.052188158E-2,-5.093288422E-2
3.268905127E1,3.267407417E-3,4.825949669E-2,4.290199280E-2
3.269912208E1,1.571822166E-2,1.489472389E-2,1.019763947E-1
3.270919288E1,1.987850666E-2,-1.772296429E-2,8.668708801E-2
3.271929419E1,1.757514477E-2,1.256459951E-2,3.872108459E-2
3.272936500E1,2.274000645E-2,-2.068698406E-2,3.889369965E-2
3.273943580E1,3.284883499E-2,-1.025348902E-2,-3.403949738E-2
3.274950660E1,2.534985542E-2,-1.398277283E-2,-2.968692780E-2
3.275957740E1,1.783227921E-2,2.532464266E-2,-2.047061920E-2
3.276964820E1,1.024019718E-2,-1.875281334E-3,2.447700500E-2
3.277971900E1,8.012890816E-3,-9.738922119E-3,5.982685089E-2
3.278982032E1,-6.064295769E-3,4.179203510E-2,2.350330353E-2
3.279989112E1,1.742362976E-3,7.321083546E-2,-3.858852386E-2
3.280996192E1,2.095139027E-2,1.861131191E-2,-4.655838013E-3
3.282003272E1,1.480543613E-2,-1.173496246E-2,-4.281044006E-3
3.283010352E1,9.368658066E-3,-4.440677166E-2,2.961444855E-2
3.284017432E1,3.311157227E-3,-1.626133919E-2,4.428005219E-2
3.285024512E1,-2.406716347E-3,2.543199062E-2,2.582645416E-2
3.286034644E1,-1.546776295E-2,4.249572754E-2,5.481719971E-3
3.287041724E1,-8.881092072E-4,1.481068134E-2,-4.744529724E-3
3.288048804E1,-1.466751099E-3,-2.268934250E-2,3.072738647E-2
3.289055884E1,4.990816116E-3,-5.633759499E-2,2.319622040E-2
3.290062964E1,8.997678757E-3,-4.943287373E-2,2.540493011E-2
3.291070044E1,6.361126900E-3,-2.098011971E-2,3.966999054E-2
3.292077125E1,1.690781116E-2,-3.588199615E-5,2.038192749E-2
3.293087256E1,3.849267960E-3,4.891681671E-2,1.186370850E-3
3.294094336E1,4.324913025E-3,3.192758560E-2,1.559925079E-2
3.295101417E1,-4.737257957E-3,3.372073174E-3,4.887390137E-2
3.296108497E1,8.961915970E-3,-3.003478050E-3,4.821968079E-2
3.297115577E1,5.941510201E-3,1.782011986E-2,1.393699646E-2
3.298122657E1,1.395249367E-2,2.077066898E-2,-1.537227631E-2
3.299129737E1,2.888417244E-2,8.652091026E-3,-3.505516052E-2
3.300139869E1,3.359472752E-2,-2.569365501E-2,-2.114582062E-2
3.301146949E1,3.368091583E-2,-7.081842422E-2,4.034233093E-2
3.302154029E1,1.534676552E-2,-8.185553551E-2,5.585670471E-2
3.303161109E1,1.562666893E-2,-6.707620621E-2,2.072906494E-2
3.304168189E1,-8.374810219E-3,-2.174711227E-2,1.938819885E-3
3.305175269E1,-8.325338364E-3,4.887580872E-5,4.343032837E-3
3.306182349E1,1.312494278E-3,-1.454353333E-3,-1.992034912E-2
3.307189429E1,3.970026970E-3,1.509475708E-2,5.833625793E-3
3.308199561E1,-5.325078964E-3,2.872729301E-2,1.233673096E-2
3.309206641E1,1.680612564E-2,-3.199148178E-2,3.547668457E-2
3.310213721E1,1.307296753E-2,-5.263996124E-2,3.444385529E-2
3.311220801E1,1.927053928E-2,-7.457661629E-2,2.831840515E-2
3.312227881E1,2.964973450E-2,-1.333932877E-1,4.841327667E-2
3.313234961E1,2.072906494E-2,2.215647697E-2,1.327514648E-3
3.314242042E1,1.377701759E-3,6.471061707E-2,-3.292369843E-2
3.315252173E1,1.507008076E-2,1.737761497E-2,1.151657104E-2
3.316259253E1,1.736605167E-2,-2.915096283E-2,3.858470917E-2
3.317266334E1,3.466486931E-3,-3.508138657E-2,5.088901520E-2
3.318273414E1,2.202749252E-3,-1.795482635E-2,3.973007202E-3
3.319280494E1,8.020043373E-3,-1.348638535E-2,3.543949127E-2
3.320287574E1,6.530165672E-3,-3.759551048E-2,5.223846436E-2
3.321294654E1,9.466290474E-3,-5.451488495E-2,4.495334625E-2
3.322304786E1,1.682615280E-2,-3.315567970E-2,1.197242737E-2
3.323311866E1,2.596747875E-2,-4.487943649E-2,-2.956771851E-2
